gene_set,interaction_type,ffa_type,E_capacity,E_composition,E_combined,phi_capacity,phi_composition,phi_combined,p_value_capacity,p_value_composition,effect_type
GCN5:OPI1:RFX1,trigenic,C140,-0.3196989387660228,0.7273966862804202,0.4076977475143974,0.7263676853104462,2.0696855474230844,1.5033527004021894,0.10073731293440213,1.8059774217497267e-06,both
FKH1:GCN5:RPD3,trigenic,C140,-1.246843883084075,1.7470340100413475,0.5001901269572726,0.2874104679461837,5.737559869143606,1.6490347668598082,4.6512336818521755e-10,1.1290395835196214e-26,both
FKH1:RPD3:SPT3,trigenic,C140,-1.4097213838528866,2.6290400995912275,1.219318715738341,0.24421131489126316,13.860458854391794,3.384880881827271,6.39410769045917e-13,1.0600292876715632e-51,both
MED4:RPD3:YAP6,trigenic,C140,-1.7740952189868313,2.848542290998686,1.0744470720118549,0.16963686429955685,17.26259964398238,2.928373273263818,7.545426259663414e-19,9.480420850290809e-58,both
RPD3:SPT3:YAP6,trigenic,C140,-1.4951636260597543,1.3617588096049325,-0.13340481645482183,0.22421191481673275,3.9030519937957067,0.8751107611582019,3.117812891310509e-14,9.962441963195736e-19,both
RFX1:RGR1:SPT3,trigenic,C140,-0.018457685319835937,0.67623627133154,0.657778586011704,0.9817116145258927,1.9664625551323303,1.9304991299036725,0.9220219125522163,4.610136346624148e-06,composition-only
GCN5:MED4:SPT3,trigenic,C140,-0.7810783746844681,1.140766828654992,0.35968845397052385,0.45791194430997295,3.129166980311971,1.4328829360252213,0.00011315362675856447,1.0626074944396738e-12,both
RGR1:RPD3,digenic,C140,0.5514543705946253,-1.4566556619458098,-0.9052012913511844,1.7357756440616527,0.23301425152448793,0.40446046251546197,4.4085577430274476e-05,3.608319407637973e-36,both
MED4:RFX1,digenic,C140,0.6385521058542981,-1.9071566228936858,-1.2686045170393876,1.8937369626721463,0.14850203414401766,0.28122379109052736,2.468502400321226e-06,1.4054500232052008e-53,both
RFX1:TFC7,digenic,C140,0.3040129488600021,-0.9127417490207077,-0.6087288001607056,1.3552866053925656,0.40142211517991233,0.5440420158116869,0.023121673558022394,3.723496327981482e-17,both
GCN5:MED4:YAP6,trigenic,C140,-0.9661070854233419,1.04022029444747,0.07411320902412821,0.38056165218000215,2.8298403438059974,1.0769287166444357,2.056097081588692e-06,6.401935989584139e-11,both
MED4:OPI1:RGR1,trigenic,C140,-1.0120519016275238,2.2682035230557247,1.256151621428201,0.3634724042660498,9.662027603634382,3.5118804031779285,1.4580196271219734e-07,8.602173367839777e-42,both
GCN5:RFX1:TFC7,trigenic,C140,-0.8232010618560737,1.2358124910286623,0.41261142917258864,0.43902405963761837,3.441173307622245,1.510757875428929,2.9154581213123364e-05,3.437139241418107e-15,both
FKH1:MED4,digenic,C140,0.10910937925722775,-0.8082819742862588,-0.6991725950290311,1.1152843326420616,0.44562300072009586,0.49699635096806505,0.4134001430830826,4.764060192362873e-14,both
FKH1:RPD3:TFC7,trigenic,C140,-1.1324185469432824,2.5221732142913433,1.389754667348061,0.3222529293365667,12.455636038003707,4.013865199996801,4.802251876520869e-09,9.349173445081998e-49,both
FKH1:GCN5:TFC7,trigenic,C140,-1.6708165743676768,2.2010426279748057,0.5302260536071288,0.1880934106540548,9.034428138111592,1.6993164018063713,2.9992259742861837e-16,3.5176487266630056e-38,both
OPI1:YAP6,digenic,C140,0.3001078288306728,-0.3926103876766123,-0.09250255884593955,1.350004369120522,0.6752917983454149,0.9116468781975645,0.024931728762349253,0.00015631009264764566,both
GCN5:MED4:OPI1,trigenic,C140,-0.7820143595387339,1.0950788695477622,0.31306451000902835,0.45748354618386566,2.98941844817699,1.3676097526994782,0.00011107608588686357,7.071477652887772e-12,both
GCN5:OPI1:RPD3,trigenic,C140,-0.24532469133065826,0.5974987955467481,0.35217410421608986,0.7824504421174708,1.8175670035928406,1.422156105539345,0.20749093599569585,8.054724835346754e-05,both
FKH1:MED4:SPT3,trigenic,C140,-0.5570900087943237,1.6197713331493426,1.0626813243550188,0.5728736980619946,5.051934974414351,2.8941206711614766,0.0033288580784220007,8.12254115938865e-25,both
OPI1:TFC7,digenic,C140,0.29596889655738934,-0.3106221965183811,-0.01465329996099174,1.3444283398320176,0.7329907500213824,0.9854535371634726,0.026983487646019558,0.0026728051630053925,both
MED4:OPI1:SPT3,trigenic,C140,-1.4093925750448124,1.956057745644931,0.5466651706001187,0.24429162692555934,7.071394806325925,1.7274825418703108,6.467371284342607e-13,2.077624509022228e-33,both
OPI1:RPD3:SPT3,trigenic,C140,-0.2674237933110727,0.006602817533471472,-0.2608209757776012,0.7653486530872432,1.0066246641898549,0.770418830902104,0.1567344978039907,0.963755460962678,capacity-only
GCN5:RFX1:YAP6,trigenic,C140,-0.2391997893833132,0.5259106423972444,0.2867108530139312,0.7872575809530271,1.6919989530130801,1.332039002724132,0.21903588631140924,0.0005027561332219889,both
OPI1:RPD3:TFC7,trigenic,C140,-0.025758761782500583,-0.30796307021679037,-0.33372183199929095,0.9745701648224364,0.7349424587735884,0.7162529931819828,0.8913420632137884,0.034648390688389055,composition-only
GCN5:RPD3:TFC7,trigenic,C140,-0.7611394899360695,0.34993964622323137,-0.41119984371283813,0.46713382932537334,1.4189819050916903,0.6628544510688947,0.00010794510033952801,0.019983452724639732,both
FKH1:RGR1,digenic,C140,0.571104923765709,-2.0015553462796154,-1.4304504225139065,1.7702219315208325,0.13512495361742602,0.23920115638930273,2.3704456664754326e-05,2.94952222704213e-57,both
MED4:OPI1:RFX1,trigenic,C140,-1.4118576925293864,2.337599476337259,0.9257417838078725,0.2436901610113434,10.356346045804587,2.5237396353913093,5.937642119760407e-13,1.0960938954589913e-43,both
