gene,p5,q1,median,q3,p95,iqr,n_genes,frac_gt_0.25,frac_gt_0.5,frac_gt_0.75,frac_gt_1.0
YDR139C,-0.13113781612802847,-0.04046549510933289,0.011800738491076768,0.06773541358974955,0.18149839310242463,0.10820090869908244,6169,0.02804344302155941,0.0043767223212838385,0.0017831090938563786,0.0009726049602852974
YPR093C,-0.12962987708178847,-0.043756798297489935,0.005085098250104253,0.06490542482018967,0.17162613188332845,0.1086622231176796,6169,0.025774031447560384,0.004863024801426487,0.0017831090938563786,0.0011347057869995137
YBR066C,-0.14202850447189727,-0.052588604966748026,0.0004651405318849399,0.05630079019400984,0.16558494281704522,0.10888939516075787,6169,0.030474955422272652,0.004863024801426487,0.0017831090938563786,0.0011347057869995137
YIL149C,-0.1396994873338503,-0.04267666704524549,0.01016558846526354,0.06633814256613894,0.1870952964189215,0.10901480961138443,6169,0.03760739179769817,0.007942940508996596,0.0019452099205705948,0.0008105041335710813
YFR023W,-0.14197554709681418,-0.036552615992428,0.015032142381352365,0.07246792330137211,0.18374351636257308,0.10902053929380011,6169,0.04263251742583887,0.009726049602852975,0.004214621494569622,0.0022694115739990274
YPL109C,-0.13584895752137147,-0.055080337202084315,-0.0028000397500870765,0.05426890895453189,0.1517357325864009,0.1093492461566162,6169,0.01945209920570595,0.004052520667855406,0.0022694115739990274,0.00129680661371373
YER088C,-0.13909708076719315,-0.037943989875276245,0.013380680906099111,0.0714736602462732,0.19835357903502254,0.10941765012154944,6169,0.040849408331982494,0.006646133895282866,0.002107310747284811,0.00129680661371373
YNL008C,-0.16101610647042874,-0.05378884290891513,0.0007950483961545393,0.05564809334731301,0.1478931862990107,0.10943693625622813,6169,0.02463932566056087,0.0030799157075701088,0.0014589074404279462,0.0009726049602852974
YPL096C-A,-0.15344740720660194,-0.047590520955562925,0.004764006285183357,0.06199912350808975,0.17663885888358352,0.10958964446365267,6169,0.037769492624412385,0.006646133895282866,0.0019452099205705948,0.00129680661371373
YJR036C,-0.13860420293626294,-0.04831514159626951,0.003309444722544512,0.061319016391867376,0.1631353854821717,0.10963415798813689,6169,0.02204571243313341,0.004863024801426487,0.0024315124007132437,0.0009726049602852974
YMR026C,-0.13024642533898684,-0.03203201141225315,0.022212189932686012,0.0776186410321944,0.17996570760047037,0.10965065244444755,6169,0.026098233100988816,0.005349327281569136,0.0030799157075701088,0.0019452099205705948
YOL043C,-0.152520758579276,-0.04201477488290261,0.008909266954104551,0.06784042559230058,0.18768323606421017,0.1098552004752032,6169,0.03631058518398444,0.008915545469281893,0.003242016534284325,0.002107310747284811
YDR507C,-0.15651688795900312,-0.048891801360329445,0.006478665127409501,0.06113223661503551,0.16856866207975113,0.11002403797536495,6169,0.03550008105041336,0.00518722645485492,0.0017831090938563786,0.0009726049602852974
YOR138C,-0.14438120061929519,-0.04909590528272391,0.006922057858220788,0.06100397051908974,0.15633564631108443,0.11009987580181366,6169,0.020100502512562814,0.0029178148808558925,0.0019452099205705948,0.00129680661371373
YMR153W,-0.14275442059415017,-0.049831300484275975,0.003683045029349817,0.060312063001686615,0.15796805841980377,0.1101433634859626,6169,0.027881342194845192,0.004538823147998055,0.002755714054141676,0.0019452099205705948
YMR284W,-0.1480695629630847,-0.04643826202159352,0.006942422810840863,0.0637194268495068,0.19319650422761894,0.1101576888711003,6169,0.04668503809369428,0.010212352082995623,0.004538823147998055,0.0022694115739990274
YIR019C,-0.14867074432762986,-0.05239723923287326,0.0009766399496335364,0.057792648372704813,0.17961904366732548,0.11018988760557807,6169,0.03501377857027071,0.007780839682282379,0.003566218187712757,0.0016210082671421625
