term,name,namespace,go_level,stratum,direct_genes,contained_genes,n_children,n_parents,width
GO:0032787,monocarboxylic acid metabolic process,biological_process,7,4,5,95,4,1,20
GO:0032974,amino acid transmembrane export from vacuole,biological_process,4,4,2,2,0,2,20
GO:0033014,tetrapyrrole biosynthetic process,biological_process,4,4,4,13,1,1,20
GO:0033263,CORVET complex,cellular_component,3,4,6,6,0,1,20
GO:0033314,mitotic DNA replication checkpoint signaling,biological_process,6,4,8,8,0,3,20
GO:0033698,Rpd3L complex,cellular_component,5,4,16,16,0,1,20
GO:0034045,phagophore assembly site membrane,cellular_component,3,4,26,26,0,1,20
GO:0034314,Arp2/3 complex-mediated actin nucleation,biological_process,7,4,7,7,0,1,20
GO:0034458,3'-5' RNA helicase activity,molecular_function,4,4,4,4,0,1,20
GO:0034501,protein localization to kinetochore,biological_process,8,4,10,10,0,1,20
GO:0034515,proteasome storage granule,cellular_component,5,4,21,21,0,1,20
GO:0034517,ribophagy,biological_process,5,4,6,6,0,1,20
GO:0034657,GID complex,cellular_component,4,4,8,8,0,1,20
GO:0034715,pICln-Sm protein complex,cellular_component,3,4,6,6,0,1,20
GO:0035064,methylated histone binding,molecular_function,4,4,13,13,0,1,20
GO:0035091,phosphatidylinositol binding,molecular_function,4,4,32,32,0,1,20
GO:0035376,sterol import,biological_process,6,4,4,4,0,1,20
GO:0035524,proline transmembrane transport,biological_process,4,4,4,4,0,2,20
GO:0035542,regulation of SNARE complex assembly,biological_process,6,4,6,6,0,1,20
GO:0035591,signaling adaptor activity,molecular_function,3,4,2,8,1,1,20
GO:0036002,pre-mRNA binding,molecular_function,4,4,3,3,0,1,20
GO:0036228,protein localization to nuclear inner membrane,biological_process,5,4,5,5,0,1,20
GO:0042123,glucanosyltransferase activity,molecular_function,3,4,2,5,1,1,20
GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,cellular_component,3,4,11,11,0,1,20
GO:0042306,regulation of protein import into nucleus,biological_process,7,4,1,1,0,2,20
GO:0042594,response to starvation,biological_process,3,4,6,49,1,1,20
GO:0042645,mitochondrial nucleoid,cellular_component,3,4,24,24,0,2,20
GO:0042723,thiamine-containing compound metabolic process,biological_process,4,4,2,13,1,2,20
GO:0042743,hydrogen peroxide metabolic process,biological_process,4,4,1,7,1,1,20
GO:0042770,signal transduction in response to DNA damage,biological_process,4,4,2,29,1,2,20
GO:0042797,tRNA transcription by RNA polymerase III,biological_process,8,4,19,19,0,1,20
GO:0042803,protein homodimerization activity,molecular_function,4,4,6,6,0,2,20
GO:0042823,pyridoxal phosphate biosynthetic process,biological_process,5,4,8,8,0,1,20
GO:0042826,histone deacetylase binding,molecular_function,4,4,4,4,0,1,20
GO:0042843,D-xylose catabolic process,biological_process,7,4,4,4,0,1,20
GO:0043022,ribosome binding,molecular_function,4,4,38,53,3,1,20
GO:0043130,ubiquitin binding,molecular_function,4,4,47,47,0,1,20
GO:0043138,3'-5' DNA helicase activity,molecular_function,4,4,14,14,0,1,20
GO:0043139,5'-3' DNA helicase activity,molecular_function,4,4,7,7,0,1,20
GO:0043171,peptide catabolic process,biological_process,4,4,6,6,0,1,20
GO:0043332,mating projection tip,cellular_component,3,4,120,120,0,2,36
GO:0043414,macromolecule methylation,biological_process,4,4,2,49,2,1,20
GO:0043484,regulation of RNA splicing,biological_process,6,4,1,5,2,2,20
GO:0043495,protein-membrane adaptor activity,molecular_function,3,4,12,12,0,1,20
GO:0043565,sequence-specific DNA binding,molecular_function,4,4,118,146,1,1,36
GO:0043596,nuclear replication fork,cellular_component,3,4,16,16,0,1,20
GO:0043605,amide catabolic process,biological_process,4,4,2,9,1,1,20
GO:0043614,multi-eIF complex,cellular_component,3,4,10,10,0,1,20
GO:0043933,protein-containing complex organization,biological_process,4,4,1,372,3,1,20
GO:0043935,sexual sporulation resulting in formation of a cellular spore,biological_process,4,4,4,58,1,1,20
GO:0044233,mitochondria-associated endoplasmic reticulum membrane contact site,cellular_component,3,4,10,10,0,1,20
GO:0044272,sulfur compound biosynthetic process,biological_process,4,4,2,41,4,2,20
GO:0044283,small molecule biosynthetic process,biological_process,4,4,4,4,0,2,20
GO:0044284,mitochondrial crista junction,cellular_component,3,4,6,6,0,1,20
GO:0044389,ubiquitin-like protein ligase binding,molecular_function,4,4,1,29,1,1,20
GO:0044391,ribosomal subunit,cellular_component,3,4,11,167,2,1,20
GO:0044396,actin cortical patch organization,biological_process,4,4,9,23,1,1,20
GO:0044695,Dsc E3 ubiquitin ligase complex,cellular_component,3,4,6,6,0,1,20
GO:0044804,nucleophagy,biological_process,5,4,11,46,1,1,20
GO:0045132,meiotic chromosome segregation,biological_process,3,4,11,21,2,1,20
GO:0045184,establishment of protein localization,biological_process,3,4,10,577,3,2,20
GO:0045332,phospholipid translocation,biological_process,5,4,11,12,1,1,20
GO:0045807,positive regulation of endocytosis,biological_process,5,4,9,9,0,1,20
GO:0045892,negative regulation of DNA-templated transcription,biological_process,9,4,9,131,2,1,20
GO:0045893,positive regulation of DNA-templated transcription,biological_process,9,4,20,296,5,1,20
GO:0045921,positive regulation of exocytosis,biological_process,6,4,4,4,0,1,20
GO:0045930,negative regulation of mitotic cell cycle,biological_process,6,4,1,1,0,1,20
GO:0045931,positive regulation of mitotic cell cycle,biological_process,6,4,2,13,1,1,20
GO:0046015,regulation of transcription by glucose,biological_process,9,4,1,10,1,1,20
GO:0046185,aldehyde catabolic process,biological_process,4,4,1,1,0,1,20
GO:0046394,carboxylic acid biosynthetic process,biological_process,6,4,5,67,3,1,20
GO:0046695,SLIK (SAGA-like) complex,cellular_component,6,4,16,16,0,1,20
GO:0046907,intracellular transport,biological_process,3,4,12,421,7,1,20
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",molecular_function,3,4,18,18,0,1,20
GO:0046943,carboxylic acid transmembrane transporter activity,molecular_function,4,4,1,22,4,1,20
GO:0046982,protein heterodimerization activity,molecular_function,4,4,28,28,0,1,20
GO:0048015,phosphatidylinositol-mediated signaling,biological_process,4,4,4,4,0,1,20
GO:0048500,signal recognition particle,cellular_component,3,4,5,6,1,1,20
GO:0050660,flavin adenine dinucleotide binding,molecular_function,4,4,29,36,1,1,20
GO:0050821,protein stabilization,biological_process,4,4,13,13,0,1,20
GO:0051020,GTPase binding,molecular_function,4,4,3,41,1,1,20
GO:0051083,'de novo' cotranslational protein folding,biological_process,4,4,5,5,0,1,20
GO:0051085,chaperone cofactor-dependent protein refolding,biological_process,4,4,16,16,0,1,20
GO:0051086,chaperone mediated protein folding independent of cofactor,biological_process,4,4,8,8,0,1,20
GO:0051213,dioxygenase activity,molecular_function,3,4,9,9,0,1,20
GO:0051246,regulation of protein metabolic process,biological_process,6,4,1,135,3,2,20
GO:0051252,regulation of RNA metabolic process,biological_process,6,4,1,39,2,1,20
GO:0051598,meiotic recombination checkpoint signaling,biological_process,4,4,9,9,0,2,20
GO:0051656,establishment of organelle localization,biological_process,3,4,1,78,4,1,20
GO:0051666,actin cortical patch localization,biological_process,3,4,11,11,0,1,20
GO:0051693,actin filament capping,biological_process,8,4,2,8,1,1,20
GO:0051865,protein autoubiquitination,biological_process,10,4,6,6,0,1,20
GO:0051879,Hsp90 protein binding,molecular_function,4,4,5,5,0,1,20
GO:0051880,G-quadruplex DNA binding,molecular_function,4,4,11,11,0,1,20
GO:0051920,peroxiredoxin activity,molecular_function,3,4,4,9,1,1,20
GO:0055029,nuclear DNA-directed RNA polymerase complex,cellular_component,3,4,7,36,4,1,20
GO:0055037,recycling endosome,cellular_component,8,4,4,4,0,1,20
GO:0055106,ubiquitin-protein transferase regulator activity,molecular_function,3,4,1,7,1,1,20
GO:0055129,L-proline biosynthetic process,biological_process,9,4,4,4,0,1,20
GO:0061024,membrane organization,biological_process,4,4,5,106,7,1,20
GO:0061630,ubiquitin protein ligase activity,molecular_function,5,4,55,59,1,1,20
GO:0061631,ubiquitin conjugating enzyme activity,molecular_function,5,4,11,11,0,1,20
GO:0061665,SUMO ligase activity,molecular_function,5,4,4,4,0,1,20
GO:0061709,reticulophagy,biological_process,5,4,16,16,0,1,20
GO:0070034,telomerase RNA binding,molecular_function,4,4,8,8,0,1,20
GO:0070056,prospore membrane leading edge,cellular_component,3,4,5,5,0,1,20
GO:0070124,mitochondrial translational initiation,biological_process,4,4,6,6,0,1,20
GO:0070300,phosphatidic acid binding,molecular_function,4,4,11,11,0,1,20
GO:0070336,flap-structured DNA binding,molecular_function,4,4,6,6,0,1,20
GO:0070577,lysine-acetylated histone binding,molecular_function,4,4,7,7,0,1,20
GO:0070887,cellular response to chemical stimulus,biological_process,3,4,4,96,2,1,20
GO:0071169,establishment of protein localization to chromatin,biological_process,6,4,4,4,0,2,20
GO:0071469,cellular response to alkaline pH,biological_process,5,4,4,4,0,1,20
GO:0071561,nucleus-vacuole junction,cellular_component,3,4,13,13,0,1,20
GO:0071940,fungal-type cell wall assembly,biological_process,5,4,1,37,1,2,20
GO:0071970,fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process,biological_process,9,4,5,5,0,1,20
GO:0072522,purine-containing compound biosynthetic process,biological_process,4,4,1,71,4,2,20
GO:0072528,pyrimidine-containing compound biosynthetic process,biological_process,4,4,2,17,3,2,20
GO:0072659,protein localization to plasma membrane,biological_process,5,4,10,21,1,1,20
GO:0090575,RNA polymerase II transcription regulator complex,cellular_component,3,4,8,68,8,1,20
GO:0097550,transcription preinitiation complex,cellular_component,3,4,5,5,0,1,20
GO:0097695,establishment of protein-containing complex localization to telomere,biological_process,3,4,5,5,0,2,20
GO:0098562,cytoplasmic side of membrane,cellular_component,3,4,3,10,1,1,20
GO:0098655,monoatomic cation transmembrane transport,biological_process,4,4,14,147,10,2,20
GO:0098656,monoatomic anion transmembrane transport,biological_process,4,4,2,6,1,2,20
GO:0099022,vesicle tethering,biological_process,4,4,6,6,0,1,20
GO:0099122,RNA polymerase II C-terminal domain binding,molecular_function,6,4,1,6,1,1,20
GO:0120014,phospholipid transfer activity,molecular_function,4,4,1,10,2,1,20
GO:0120015,sterol transfer activity,molecular_function,4,4,11,11,0,1,20
GO:0120095,vacuole-isolation membrane contact site,cellular_component,3,4,9,9,0,1,20
GO:0140021,mitochondrial ADP transmembrane transport,biological_process,4,4,5,5,0,3,20
GO:0140268,endoplasmic reticulum-plasma membrane contact site,cellular_component,3,4,4,4,0,1,20
GO:0140297,DNA-binding transcription factor binding,molecular_function,4,4,6,46,1,1,20
GO:0140312,cargo adaptor activity,molecular_function,3,4,5,12,1,1,20
GO:0140671,ADA complex,cellular_component,6,4,6,6,0,1,20
GO:1900101,regulation of endoplasmic reticulum unfolded protein response,biological_process,6,4,3,3,0,1,20
GO:1900182,positive regulation of protein localization to nucleus,biological_process,6,4,5,5,0,1,20
GO:1901136,carbohydrate derivative catabolic process,biological_process,4,4,1,6,1,1,20
GO:1901137,carbohydrate derivative biosynthetic process,biological_process,4,4,4,24,3,2,20
GO:1901524,regulation of mitophagy,biological_process,8,4,4,4,0,1,20
GO:1902047,polyamine transmembrane transport,biological_process,3,4,5,10,2,2,20
GO:1902475,L-alpha-amino acid transmembrane transport,biological_process,4,4,6,14,4,1,20
GO:1902660,negative regulation of glucose mediated signaling pathway,biological_process,6,4,4,4,0,1,20
GO:1903147,negative regulation of autophagy of mitochondrion,biological_process,8,4,1,1,0,1,20
GO:1903778,protein localization to vacuolar membrane,biological_process,5,4,5,5,0,2,20
GO:1904262,negative regulation of TORC1 signaling,biological_process,8,4,8,8,0,2,20
GO:1904263,positive regulation of TORC1 signaling,biological_process,8,4,10,10,0,2,20
GO:1904679,myo-inositol import across plasma membrane,biological_process,4,4,4,4,0,2,20
GO:1904749,regulation of protein localization to nucleolus,biological_process,7,4,1,6,1,1,20
GO:1990023,mitotic spindle midzone,cellular_component,3,4,4,4,0,1,20
GO:1990456,mitochondrion-endoplasmic reticulum membrane tethering,biological_process,4,4,6,6,0,2,20
GO:1990544,mitochondrial ATP transmembrane transport,biological_process,4,4,5,5,0,3,20
GO:1990726,Lsm1-7-Pat1 complex,cellular_component,3,4,8,8,0,1,20
GO:1990816,vacuole-mitochondrion membrane contact site,cellular_component,3,4,15,15,0,1,20
GO:1990822,basic amino acid transmembrane transport,biological_process,4,4,6,10,1,2,20
GO:2000220,regulation of pseudohyphal growth,biological_process,5,4,6,11,1,1,20
GO:2000779,regulation of double-strand break repair,biological_process,6,4,1,2,1,1,20
GO:0000041,transition metal ion transport,biological_process,7,5,2,52,5,1,20
GO:0000054,ribosomal subunit export from nucleus,biological_process,3,5,9,44,2,4,20
GO:0000077,DNA damage checkpoint signaling,biological_process,5,5,19,29,1,1,20
GO:0000097,sulfur amino acid biosynthetic process,biological_process,5,5,1,31,2,3,20
GO:0000104,succinate dehydrogenase activity,molecular_function,4,5,2,8,1,1,20
GO:0000122,negative regulation of transcription by RNA polymerase II,biological_process,10,5,118,118,0,2,36
GO:0000172,ribonuclease MRP complex,cellular_component,4,5,11,11,0,2,20
GO:0000228,nuclear chromosome,cellular_component,6,5,16,42,1,1,20
GO:0000256,allantoin catabolic process,biological_process,5,5,7,7,0,1,20
GO:0000262,mitochondrial chromosome,cellular_component,6,5,6,6,0,1,20
GO:0000293,ferric-chelate reductase activity,molecular_function,4,5,8,9,1,1,20
GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,5,5,7,7,0,1,20
GO:0000302,response to reactive oxygen species,biological_process,4,5,3,6,1,1,20
GO:0000323,lytic vacuole,cellular_component,6,5,1,279,1,1,20
GO:0000379,tRNA-type intron splice site recognition and cleavage,biological_process,5,5,4,4,0,1,20
GO:0000400,four-way junction DNA binding,molecular_function,5,5,12,12,0,1,20
GO:0000403,Y-form DNA binding,molecular_function,5,5,9,9,0,1,20
GO:0000429,carbon catabolite regulation of transcription from RNA polymerase II promoter,biological_process,6,5,1,21,2,2,20
GO:0000439,transcription factor TFIIH core complex,cellular_component,4,5,7,7,0,1,20
GO:0000793,condensed chromosome,cellular_component,6,5,2,31,1,1,20
GO:0000811,GINS complex,cellular_component,4,5,4,4,0,1,20
GO:0001079,nitrogen catabolite regulation of transcription from RNA polymerase II promoter,biological_process,6,5,1,9,1,2,20
GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",molecular_function,4,5,15,15,0,1,20
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",molecular_function,4,5,49,49,0,1,20
GO:0002188,translation reinitiation,biological_process,5,5,5,5,0,1,20
GO:0003713,transcription coactivator activity,molecular_function,3,5,44,44,0,1,20
GO:0003714,transcription corepressor activity,molecular_function,3,5,25,25,0,1,20
GO:0003730,mRNA 3'-UTR binding,molecular_function,5,5,12,16,1,1,20
GO:0003959,NADPH dehydrogenase activity,molecular_function,4,5,3,3,0,1,20
GO:0004175,endopeptidase activity,molecular_function,4,5,9,50,4,1,20
GO:0004364,glutathione transferase activity,molecular_function,4,5,8,8,0,1,20
GO:0004518,nuclease activity,molecular_function,4,5,62,86,4,1,20
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",molecular_function,4,5,22,34,3,1,20
GO:0004659,prenyltransferase activity,molecular_function,4,5,11,13,1,1,20
GO:0005078,MAP-kinase scaffold activity,molecular_function,4,5,6,6,0,1,20
GO:0005096,GTPase activator activity,molecular_function,4,5,57,57,0,2,20
GO:0005244,voltage-gated monoatomic ion channel activity,molecular_function,5,5,1,1,0,1,20
GO:0005310,dicarboxylic acid transmembrane transporter activity,molecular_function,5,5,4,6,1,1,20
GO:0005658,alpha DNA polymerase:primase complex,cellular_component,4,5,4,4,0,1,20
GO:0005665,"RNA polymerase II, core complex",cellular_component,4,5,13,13,0,1,20
GO:0005666,RNA polymerase III complex,cellular_component,4,5,17,17,0,1,20
GO:0005669,transcription factor TFIID complex,cellular_component,4,5,16,16,0,1,20
GO:0005674,transcription factor TFIIF complex,cellular_component,4,5,4,4,0,1,20
GO:0005675,transcription factor TFIIH holo complex,cellular_component,4,5,11,11,0,1,20
GO:0005680,anaphase-promoting complex,cellular_component,4,5,16,16,0,1,20
GO:0005684,U2-type spliceosomal complex,cellular_component,4,5,11,59,5,1,20
GO:0005736,RNA polymerase I complex,cellular_component,4,5,14,14,0,1,20
GO:0005771,multivesicular body,cellular_component,9,5,9,9,0,1,20
GO:0005776,autophagosome,cellular_component,6,5,4,4,0,1,20
GO:0005786,"signal recognition particle, endoplasmic reticulum targeting",cellular_component,4,5,6,6,0,1,20
GO:0005789,endoplasmic reticulum membrane,cellular_component,4,5,394,394,0,1,119
GO:0005868,cytoplasmic dynein complex,cellular_component,4,5,4,4,0,1,20
GO:0005976,polysaccharide metabolic process,biological_process,4,5,1,37,2,2,20
GO:0006002,fructose 6-phosphate metabolic process,biological_process,4,5,6,6,0,3,20
GO:0006003,"fructose 2,6-bisphosphate metabolic process",biological_process,4,5,4,4,0,3,20
GO:0006083,acetate metabolic process,biological_process,8,5,2,2,0,1,20
GO:0006089,lactate metabolic process,biological_process,8,5,1,6,1,1,20
GO:0006090,pyruvate metabolic process,biological_process,8,5,10,35,2,1,20
GO:0006097,glyoxylate cycle,biological_process,5,5,8,8,0,1,20
GO:0006335,DNA replication-dependent chromatin assembly,biological_process,5,5,4,4,0,1,20
GO:0006338,chromatin remodeling,biological_process,5,5,120,141,2,1,36
GO:0006406,mRNA export from nucleus,biological_process,6,5,28,56,2,2,20
GO:0006409,tRNA export from nucleus,biological_process,6,5,16,17,1,2,20
GO:0006412,translation,biological_process,5,5,272,333,2,2,82
GO:0006414,translational elongation,biological_process,5,5,23,40,4,1,20
GO:0006417,regulation of translation,biological_process,7,5,58,113,7,2,20
GO:0006479,protein methylation,biological_process,5,5,3,9,1,1,20
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,5,5,10,10,0,1,20
GO:0006508,proteolysis,biological_process,5,5,102,276,2,1,31
GO:0006555,methionine metabolic process,biological_process,5,5,6,30,1,1,20
GO:0006605,protein targeting,biological_process,4,5,3,146,4,1,20
GO:0006631,fatty acid metabolic process,biological_process,5,5,38,49,5,2,20
GO:0006644,phospholipid metabolic process,biological_process,5,5,19,111,5,3,20
GO:0006751,glutathione catabolic process,biological_process,5,5,5,5,0,3,20
GO:0006772,thiamine metabolic process,biological_process,5,5,4,11,1,1,20
GO:0006779,porphyrin-containing compound biosynthetic process,biological_process,5,5,9,13,2,1,20
GO:0006798,polyphosphate catabolic process,biological_process,4,5,4,4,0,1,20
GO:0006813,potassium ion transport,biological_process,7,5,11,16,1,1,20
GO:0006814,sodium ion transport,biological_process,7,5,6,8,1,1,20
GO:0006816,calcium ion transport,biological_process,7,5,10,12,1,1,20
GO:0006857,oligopeptide transport,biological_process,7,5,4,5,1,1,20
GO:0006874,intracellular calcium ion homeostasis,biological_process,5,5,16,16,0,2,20
GO:0006878,intracellular copper ion homeostasis,biological_process,5,5,14,14,0,2,20
GO:0006879,intracellular iron ion homeostasis,biological_process,4,5,41,41,0,2,20
GO:0006882,intracellular zinc ion homeostasis,biological_process,4,5,11,11,0,2,20
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,biological_process,4,5,78,78,0,2,24
GO:0006893,Golgi to plasma membrane transport,biological_process,4,5,20,30,1,1,20
GO:0006972,hyperosmotic response,biological_process,4,5,4,4,0,1,20
GO:0006997,nucleus organization,biological_process,5,5,2,38,3,1,20
GO:0006998,nuclear envelope organization,biological_process,5,5,7,7,0,1,20
GO:0007005,mitochondrion organization,biological_process,5,5,41,120,5,1,20
GO:0007009,plasma membrane organization,biological_process,5,5,3,3,0,1,20
GO:0007010,cytoskeleton organization,biological_process,5,5,18,142,4,1,20
GO:0007029,endoplasmic reticulum organization,biological_process,5,5,3,15,2,1,20
GO:0007030,Golgi organization,biological_process,5,5,19,28,1,1,20
GO:0007031,peroxisome organization,biological_process,5,5,29,34,2,1,20
GO:0007033,vacuole organization,biological_process,5,5,14,73,3,1,20
GO:0007034,vacuolar transport,biological_process,4,5,32,155,3,1,20
GO:0007097,nuclear migration,biological_process,4,5,6,22,1,2,20
GO:0007120,axial cellular bud site selection,biological_process,4,5,15,15,0,2,20
GO:0007121,bipolar cellular bud site selection,biological_process,4,5,14,14,0,2,20
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,biological_process,5,5,5,5,0,1,20
GO:0008017,microtubule binding,molecular_function,5,5,38,41,1,1,20
GO:0008028,monocarboxylic acid transmembrane transporter activity,molecular_function,5,5,2,5,1,1,20
GO:0008097,5S rRNA binding,molecular_function,5,5,5,5,0,1,20
GO:0008168,methyltransferase activity,molecular_function,4,5,82,96,3,1,25
GO:0008187,poly-pyrimidine tract binding,molecular_function,5,5,1,8,1,1,20
GO:0008194,UDP-glycosyltransferase activity,molecular_function,4,5,2,7,1,1,20
GO:0008202,steroid metabolic process,biological_process,5,5,25,40,2,1,20
GO:0008234,cysteine-type peptidase activity,molecular_function,4,5,28,30,2,1,20
GO:0008236,serine-type peptidase activity,molecular_function,4,5,12,14,1,2,20
GO:0008237,metallopeptidase activity,molecular_function,4,5,35,43,2,1,20
GO:0008298,intracellular mRNA localization,biological_process,4,5,17,17,0,1,20
GO:0008380,RNA splicing,biological_process,5,5,110,110,1,1,33
GO:0008526,phosphatidylinositol transfer activity,molecular_function,5,5,5,5,0,1,20
GO:0008610,lipid biosynthetic process,biological_process,4,5,14,142,4,2,20
GO:0008645,hexose transmembrane transport,biological_process,5,5,16,21,4,1,20
GO:0008652,amino acid biosynthetic process,biological_process,4,5,93,93,0,2,28
GO:0008655,pyrimidine-containing compound salvage,biological_process,5,5,5,5,0,1,20
GO:0009063,amino acid catabolic process,biological_process,4,5,2,11,2,1,20
GO:0009072,aromatic amino acid metabolic process,biological_process,5,5,2,34,4,2,20
GO:0009081,branched-chain amino acid metabolic process,biological_process,5,5,3,24,2,2,20
GO:0009100,glycoprotein metabolic process,biological_process,4,5,2,8,2,2,20
GO:0009102,biotin biosynthetic process,biological_process,5,5,4,4,0,2,20
GO:0009113,purine nucleobase biosynthetic process,biological_process,5,5,5,6,1,2,20
GO:0009267,cellular response to starvation,biological_process,4,5,10,44,4,2,20
GO:0009311,oligosaccharide metabolic process,biological_process,5,5,2,12,1,1,20
GO:0009396,folic acid-containing compound biosynthetic process,biological_process,5,5,7,12,2,1,20
GO:0009651,response to salt stress,biological_process,4,5,10,13,1,1,20
GO:0009898,cytoplasmic side of plasma membrane,cellular_component,4,5,7,7,0,1,20
GO:0009982,pseudouridine synthase activity,molecular_function,4,5,10,10,1,1,20
GO:0010467,gene expression,biological_process,5,5,2,21,1,1,20
GO:0010906,regulation of glucose metabolic process,biological_process,6,5,2,15,1,1,20
GO:0010961,intracellular magnesium ion homeostasis,biological_process,5,5,4,4,0,2,20
GO:0012506,vesicle membrane,cellular_component,4,5,1,125,1,1,20
GO:0015031,protein transport,biological_process,4,5,396,531,5,2,119
GO:0015036,disulfide oxidoreductase activity,molecular_function,4,5,7,23,3,1,20
GO:0015078,proton transmembrane transporter activity,molecular_function,5,5,13,84,4,2,20
GO:0015173,aromatic amino acid transmembrane transporter activity,molecular_function,5,5,1,7,2,1,20
GO:0015179,L-amino acid transmembrane transporter activity,molecular_function,4,5,3,13,5,2,20
GO:0015629,actin cytoskeleton,cellular_component,6,5,13,13,0,1,20
GO:0015630,microtubule cytoskeleton,cellular_component,6,5,12,12,0,1,20
GO:0015693,magnesium ion transport,biological_process,7,5,4,4,1,1,20
GO:0015750,pentose transmembrane transport,biological_process,5,5,4,4,0,1,20
GO:0015813,L-glutamate transmembrane transport,biological_process,5,5,6,6,0,1,20
GO:0015909,long-chain fatty acid transport,biological_process,6,5,1,1,0,1,20
GO:0015934,large ribosomal subunit,cellular_component,4,5,19,98,1,1,20
GO:0015935,small ribosomal subunit,cellular_component,4,5,19,68,1,1,20
GO:0016042,lipid catabolic process,biological_process,4,5,28,44,2,1,20
GO:0016050,vesicle organization,biological_process,5,5,9,67,3,1,20
GO:0016052,carbohydrate catabolic process,biological_process,4,5,2,52,3,1,20
GO:0016197,endosomal transport,biological_process,3,5,10,91,3,2,20
GO:0016298,lipase activity,molecular_function,4,5,5,36,4,1,20
GO:0016301,kinase activity,molecular_function,4,5,207,214,4,1,63
GO:0016310,phosphorylation,biological_process,5,5,207,210,2,1,63
GO:0016311,dephosphorylation,biological_process,5,5,17,30,2,1,20
GO:0016479,negative regulation of transcription by RNA polymerase I,biological_process,10,5,8,8,0,2,20
GO:0016482,cytosolic transport,biological_process,4,5,2,50,2,1,20
GO:0016602,CCAAT-binding factor complex,cellular_component,4,5,4,4,0,1,20
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,4,5,51,65,3,1,20
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",molecular_function,4,5,3,3,0,1,20
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",molecular_function,4,5,3,3,0,1,20
GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",molecular_function,4,5,1,5,1,1,20
GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",molecular_function,4,5,1,1,0,1,20
GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",molecular_function,4,5,2,5,1,1,20
GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor",molecular_function,4,5,1,5,1,1,20
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function,4,5,2,2,0,2,20
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function,4,5,20,65,3,1,20
GO:0016758,hexosyltransferase activity,molecular_function,4,5,8,57,2,1,20
GO:0016763,pentosyltransferase activity,molecular_function,4,5,7,7,0,1,20
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function,4,5,20,152,4,1,20
GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecular_function,4,5,2,2,0,1,20
GO:0016779,nucleotidyltransferase activity,molecular_function,4,5,48,48,1,1,20
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",molecular_function,4,5,6,10,1,1,20
GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",molecular_function,4,5,3,5,1,1,20
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",molecular_function,4,5,4,14,2,1,20
GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",molecular_function,4,5,2,2,0,1,20
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",molecular_function,4,5,8,9,1,1,20
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",molecular_function,4,5,7,343,1,1,20
GO:0016831,carboxy-lyase activity,molecular_function,4,5,18,18,4,1,20
GO:0016833,oxo-acid-lyase activity,molecular_function,4,5,1,1,0,1,20
GO:0016868,intramolecular phosphotransferase activity,molecular_function,4,5,7,11,1,1,20
GO:0017070,U6 snRNA binding,molecular_function,5,5,9,9,0,1,20
GO:0019001,guanyl nucleotide binding,molecular_function,5,5,4,4,0,1,20
GO:0019005,SCF ubiquitin ligase complex,cellular_component,5,5,20,20,0,1,20
GO:0019210,kinase inhibitor activity,molecular_function,4,5,1,13,1,2,20
GO:0019211,phosphatase activator activity,molecular_function,4,5,4,6,1,1,20
GO:0019239,deaminase activity,molecular_function,4,5,8,8,0,1,20
GO:0019430,removal of superoxide radicals,biological_process,4,5,7,7,0,2,20
GO:0019693,ribose phosphate metabolic process,biological_process,4,5,1,7,1,3,20
