term,name,namespace,go_level,stratum,direct_genes,contained_genes,n_children,n_parents,width
GO:0032210,regulation of telomere maintenance via telomerase,biological_process,8,2,3,3,0,1,20
GO:0032233,positive regulation of actin filament bundle assembly,biological_process,6,2,2,2,0,1,20
GO:0032266,phosphatidylinositol-3-phosphate binding,molecular_function,6,2,36,36,0,1,20
GO:0032386,regulation of intracellular transport,biological_process,5,2,2,13,2,1,20
GO:0032443,regulation of ergosterol biosynthetic process,biological_process,7,2,2,2,0,1,20
GO:0032446,protein modification by small protein conjugation,biological_process,8,2,2,129,4,1,20
GO:0032465,regulation of cytokinesis,biological_process,5,2,5,5,0,1,20
GO:0032545,CURI complex,cellular_component,3,2,4,4,0,1,20
GO:0032559,adenyl ribonucleotide binding,molecular_function,5,2,1,632,2,1,20
GO:0032790,ribosome disassembly,biological_process,6,2,6,15,1,1,20
GO:0032865,ERMES complex,cellular_component,3,2,6,6,0,1,20
GO:0032878,regulation of establishment or maintenance of cell polarity,biological_process,4,2,3,3,0,1,20
GO:0032880,regulation of protein localization,biological_process,5,2,27,46,2,1,20
GO:0032889,"regulation of vacuole fusion, non-autophagic",biological_process,7,2,8,8,0,1,20
GO:0032934,sterol binding,molecular_function,4,2,14,14,0,1,20
GO:0032956,regulation of actin cytoskeleton organization,biological_process,5,2,7,7,0,1,20
GO:0032958,inositol phosphate biosynthetic process,biological_process,5,2,5,5,0,1,20
GO:0032991,protein-containing complex,cellular_component,1,2,51,863,39,1,20
GO:0033047,regulation of mitotic sister chromatid segregation,biological_process,8,2,1,1,0,1,20
GO:0033100,NuA3 histone acetyltransferase complex,cellular_component,6,2,6,6,2,1,20
GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",cellular_component,3,2,4,8,1,1,20
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",cellular_component,3,2,1,7,1,1,20
GO:0033214,siderophore-dependent iron import into cell,biological_process,5,2,5,5,0,1,20
GO:0033215,reductive iron assimilation,biological_process,5,2,6,6,0,1,20
GO:0033235,positive regulation of protein sumoylation,biological_process,11,2,5,5,0,1,20
GO:0033254,vacuolar transporter chaperone complex,cellular_component,3,2,5,5,0,1,20
GO:0033260,nuclear DNA replication,biological_process,4,2,4,10,1,1,20
GO:0033290,eukaryotic 48S preinitiation complex,cellular_component,4,2,11,11,0,1,20
GO:0033558,protein lysine deacetylase activity,molecular_function,3,2,6,14,1,1,20
GO:0033573,high-affinity iron permease complex,cellular_component,4,2,4,4,0,1,20
GO:0033588,elongator holoenzyme complex,cellular_component,3,2,6,6,0,1,20
GO:0033597,mitotic checkpoint complex,cellular_component,3,2,4,4,0,1,20
GO:0033750,ribosome localization,biological_process,3,2,1,45,1,1,20
GO:0033962,P-body assembly,biological_process,7,2,6,6,0,1,20
GO:0034062,5'-3' RNA polymerase activity,molecular_function,5,2,7,22,2,1,20
GO:0034063,stress granule assembly,biological_process,7,2,9,9,0,1,20
GO:0034067,protein localization to Golgi apparatus,biological_process,6,2,5,5,0,1,20
GO:0034085,establishment of sister chromatid cohesion,biological_process,3,2,2,14,1,1,20
GO:0034271,"phosphatidylinositol 3-kinase complex, class III, type I",cellular_component,5,2,5,5,0,1,20
GO:0034272,"phosphatidylinositol 3-kinase complex, class III, type II",cellular_component,5,2,4,4,0,1,20
GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,3,2,6,6,0,1,20
GO:0034398,telomere tethering at nuclear periphery,biological_process,5,2,17,17,0,1,20
GO:0034455,t-UTP complex,cellular_component,3,2,7,7,0,1,20
GO:0034456,UTP-C complex,cellular_component,3,2,6,6,0,1,20
GO:0034502,protein localization to chromosome,biological_process,6,2,1,31,4,1,20
GO:0034504,protein localization to nucleus,biological_process,6,2,4,65,1,1,20
GO:0034593,phosphatidylinositol bisphosphate phosphatase activity,molecular_function,7,2,5,5,0,1,20
GO:0034702,monoatomic ion channel complex,cellular_component,4,2,2,2,0,1,20
GO:0034976,response to endoplasmic reticulum stress,biological_process,4,2,13,30,1,1,20
GO:0034993,meiotic nuclear membrane microtubule tethering complex,cellular_component,5,2,4,4,0,1,20
GO:0035023,regulation of Rho protein signal transduction,biological_process,7,2,1,1,0,1,20
GO:0035617,stress granule disassembly,biological_process,6,2,4,4,0,1,20
GO:0035621,ER to Golgi ceramide transport,biological_process,5,2,8,8,0,1,20
GO:0035673,oligopeptide transmembrane transporter activity,molecular_function,4,2,3,3,0,1,20
GO:0035861,site of double-strand break,cellular_component,3,2,15,15,0,1,20
GO:0036267,invasive filamentous growth,biological_process,5,2,6,36,1,1,20
GO:0036396,RNA N6-methyladenosine methyltransferase complex,cellular_component,5,2,5,5,0,1,20
GO:0036402,proteasome-activating activity,molecular_function,2,2,6,6,0,1,20
GO:0036464,cytoplasmic ribonucleoprotein granule,cellular_component,4,2,1,140,2,1,20
GO:0038023,signaling receptor activity,molecular_function,2,2,4,11,1,1,20
GO:0038024,cargo receptor activity,molecular_function,1,2,2,2,0,1,20
GO:0040020,regulation of meiotic nuclear division,biological_process,5,2,7,21,1,1,20
GO:0042030,ATPase inhibitor activity,molecular_function,3,2,8,8,0,1,20
GO:0042171,lysophosphatidic acid acyltransferase activity,molecular_function,6,2,6,8,1,1,20
GO:0042219,modified amino acid catabolic process,biological_process,4,2,1,6,1,1,20
GO:0042255,ribosome assembly,biological_process,7,2,5,10,1,1,20
GO:0042277,peptide binding,molecular_function,2,2,4,31,1,1,20
GO:0042364,water-soluble vitamin biosynthetic process,biological_process,6,2,1,37,5,1,20
GO:0042546,cell wall biogenesis,biological_process,3,2,4,15,1,1,20
GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function,2,2,20,56,4,1,20
GO:0042631,cellular response to water deprivation,biological_process,4,2,3,3,0,1,20
GO:0042719,mitochondrial intermembrane space protein transporter complex,cellular_component,3,2,5,5,0,1,20
GO:0042721,TIM22 mitochondrial import inner membrane insertion complex,cellular_component,4,2,6,6,0,1,20
GO:0042729,DASH complex,cellular_component,3,2,10,10,0,1,20
GO:0042816,vitamin B6 metabolic process,biological_process,4,2,4,12,2,1,20
GO:0042908,xenobiotic transport,biological_process,4,2,5,5,0,1,20
GO:0042981,regulation of apoptotic process,biological_process,5,2,1,6,1,1,20
GO:0043069,negative regulation of programmed cell death,biological_process,5,2,1,6,1,1,20
GO:0043169,cation binding,molecular_function,4,2,6,797,3,1,20
GO:0043175,RNA polymerase core enzyme binding,molecular_function,5,2,2,24,1,1,20
GO:0043189,H4/H2A histone acetyltransferase complex,cellular_component,6,2,1,16,1,1,20
GO:0043200,response to amino acid,biological_process,4,2,2,7,1,1,20
GO:0043227,membrane-bounded organelle,cellular_component,3,2,6,4137,2,1,20
GO:0043229,intracellular organelle,cellular_component,3,2,39,4367,2,1,20
GO:0043335,protein unfolding,biological_process,2,2,8,8,0,1,20
GO:0043392,negative regulation of DNA binding,biological_process,5,2,2,2,0,1,20
GO:0043408,regulation of MAPK cascade,biological_process,6,2,3,15,2,1,20
GO:0043436,oxoacid metabolic process,biological_process,5,2,3,218,2,1,20
GO:0043457,regulation of cellular respiration,biological_process,6,2,4,4,0,1,20
GO:0043515,kinetochore binding,molecular_function,2,2,5,5,0,1,20
GO:0043577,chemotropism,biological_process,4,2,4,4,0,1,20
GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",molecular_function,8,2,4,4,0,1,20
GO:0043934,sporulation,biological_process,2,2,1,146,1,1,20
GO:0044090,positive regulation of vacuole organization,biological_process,7,2,1,1,0,1,20
GO:0044183,protein folding chaperone,molecular_function,1,2,26,41,1,1,20
GO:0044611,nuclear pore inner ring,cellular_component,3,2,4,4,0,1,20
GO:0044613,nuclear pore central transport channel,cellular_component,3,2,14,14,0,1,20
GO:0044614,nuclear pore cytoplasmic filaments,cellular_component,3,2,11,11,0,1,20
GO:0044615,nuclear pore nuclear basket,cellular_component,3,2,10,10,0,1,20
GO:0044772,mitotic cell cycle phase transition,biological_process,4,2,9,39,3,1,20
GO:0044877,protein-containing complex binding,molecular_function,2,2,35,195,10,1,20
GO:0044879,mitotic morphogenesis checkpoint signaling,biological_process,5,2,7,7,0,1,20
GO:0045048,protein insertion into ER membrane,biological_process,6,2,6,6,0,1,20
GO:0045121,membrane raft,cellular_component,4,2,28,28,0,1,20
GO:0045182,translation regulator activity,molecular_function,1,2,12,12,0,1,20
GO:0045185,maintenance of protein location,biological_process,3,2,3,17,1,1,20
GO:0045239,tricarboxylic acid cycle heteromeric enzyme complex,cellular_component,3,2,1,5,1,1,20
GO:0045277,respiratory chain complex IV,cellular_component,3,2,4,4,0,1,20
GO:0045333,cellular respiration,biological_process,5,2,7,71,1,1,20
GO:0045454,cell redox homeostasis,biological_process,3,2,19,19,0,1,20
GO:0046033,AMP metabolic process,biological_process,6,2,3,4,1,1,20
GO:0046034,ATP metabolic process,biological_process,6,2,5,47,2,1,20
GO:0046037,GMP metabolic process,biological_process,6,2,2,7,1,1,20
GO:0046039,GTP metabolic process,biological_process,6,2,1,5,1,1,20
GO:0046040,IMP metabolic process,biological_process,6,2,1,11,1,1,20
GO:0046417,chorismate metabolic process,biological_process,8,2,1,5,1,1,20
GO:0046461,neutral lipid catabolic process,biological_process,6,2,1,6,1,1,20
GO:0046496,nicotinamide nucleotide metabolic process,biological_process,5,2,3,62,4,1,20
GO:0046512,sphingosine biosynthetic process,biological_process,8,2,5,5,0,1,20
GO:0046578,regulation of Ras protein signal transduction,biological_process,7,2,3,3,0,1,20
GO:0046677,response to antibiotic,biological_process,3,2,7,7,0,1,20
GO:0046685,response to arsenic-containing substance,biological_process,3,2,7,7,0,1,20
GO:0046874,quinolinate metabolic process,biological_process,4,2,1,1,0,1,20
GO:0046889,positive regulation of lipid biosynthetic process,biological_process,7,2,2,3,1,1,20
GO:0046942,carboxylic acid transport,biological_process,5,2,1,20,5,1,20
GO:0048038,quinone binding,molecular_function,3,2,4,7,1,1,20
GO:0048188,Set1C/COMPASS complex,cellular_component,4,2,8,8,0,1,20
GO:0048312,intracellular distribution of mitochondria,biological_process,5,2,4,4,0,1,20
GO:0050661,NADP binding,molecular_function,6,2,18,18,0,1,20
GO:0050684,regulation of mRNA processing,biological_process,8,2,1,3,1,1,20
GO:0050801,monoatomic ion homeostasis,biological_process,3,2,1,113,1,1,20
GO:0050815,phosphoserine residue binding,molecular_function,5,2,3,9,1,1,20
GO:0050896,response to stimulus,biological_process,1,2,4,215,2,1,20
GO:0051017,actin filament bundle assembly,biological_process,5,2,9,9,0,1,20
GO:0051028,mRNA transport,biological_process,5,2,66,91,1,1,20
GO:0051031,tRNA transport,biological_process,5,2,1,21,2,1,20
GO:0051099,positive regulation of binding,biological_process,4,2,1,3,1,1,20
GO:0051126,negative regulation of actin nucleation,biological_process,7,2,1,8,1,1,20
GO:0051128,regulation of cellular component organization,biological_process,4,2,1,73,5,1,20
GO:0051179,localization,biological_process,1,2,8,730,4,1,20
GO:0051180,vitamin transport,biological_process,4,2,2,2,1,1,20
GO:0051274,beta-glucan biosynthetic process,biological_process,7,2,1,12,2,1,20
GO:0051278,fungal-type cell wall polysaccharide biosynthetic process,biological_process,7,2,3,10,1,1,20
GO:0051285,cell cortex of cell tip,cellular_component,5,2,7,7,0,1,20
GO:0051286,cell tip,cellular_component,3,2,10,124,1,1,20
GO:0051287,NAD binding,molecular_function,6,2,23,28,1,1,20
GO:0051301,cell division,biological_process,2,2,195,216,1,1,59
GO:0051304,chromosome separation,biological_process,3,2,2,5,1,1,20
GO:0051447,negative regulation of meiotic cell cycle,biological_process,5,2,1,15,1,1,20
GO:0051457,maintenance of protein location in nucleus,biological_process,5,2,5,5,0,1,20
GO:0051536,iron-sulfur cluster binding,molecular_function,4,2,42,46,2,1,20
GO:0051607,defense response to virus,biological_process,4,2,5,5,0,1,20
GO:0051646,mitochondrion localization,biological_process,3,2,2,6,1,1,20
GO:0051726,regulation of cell cycle,biological_process,4,2,26,47,1,1,20
GO:0051788,response to misfolded protein,biological_process,4,2,1,1,0,1,20
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,biological_process,6,2,1,10,1,1,20
GO:0055085,transmembrane transport,biological_process,2,2,250,393,12,1,75
GO:0055088,lipid homeostasis,biological_process,3,2,13,27,3,1,20
GO:0060090,molecular adaptor activity,molecular_function,1,2,27,237,1,1,20
GO:0060627,regulation of vesicle-mediated transport,biological_process,4,2,3,28,3,1,20
GO:0061608,nuclear import signal receptor activity,molecular_function,3,2,14,14,0,1,20
GO:0061617,MICOS complex,cellular_component,4,2,6,6,0,1,20
GO:0061640,cytoskeleton-dependent cytokinesis,biological_process,4,2,7,15,1,1,20
GO:0061982,meiosis I cell cycle process,biological_process,3,2,7,34,4,1,20
GO:0065008,regulation of biological quality,biological_process,2,2,6,100,6,1,20
GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,biological_process,8,2,5,5,0,1,20
GO:0070273,phosphatidylinositol-4-phosphate binding,molecular_function,6,2,18,18,0,1,20
GO:0070390,transcription export complex 2,cellular_component,3,2,5,5,0,1,20
GO:0070545,PeBoW complex,cellular_component,3,2,4,4,0,1,20
GO:0070603,SWI/SNF superfamily-type complex,cellular_component,3,2,2,28,2,1,20
GO:0070649,formin-nucleated actin cable assembly,biological_process,7,2,4,4,0,1,20
GO:0070772,PAS complex,cellular_component,3,2,5,5,0,1,20
GO:0070867,mating projection tip membrane,cellular_component,5,2,4,4,0,1,20
GO:0070873,regulation of glycogen metabolic process,biological_process,6,2,1,5,1,1,20
GO:0070941,eisosome assembly,biological_process,5,2,7,7,0,1,20
GO:0070972,protein localization to endoplasmic reticulum,biological_process,6,2,1,5,1,1,20
GO:0071034,CUT catabolic process,biological_process,7,2,4,10,1,1,20
GO:0071071,regulation of phospholipid biosynthetic process,biological_process,7,2,4,6,2,1,20
GO:0071406,cellular response to methylmercury,biological_process,4,2,4,4,0,1,20
GO:0071555,cell wall organization,biological_process,3,2,97,211,2,1,30
GO:0071705,nitrogen compound transport,biological_process,4,2,23,601,15,1,20
GO:0071782,endoplasmic reticulum tubular network,cellular_component,4,2,6,31,1,1,20
GO:0071819,DUBm complex,cellular_component,3,2,4,4,0,1,20
GO:0071840,cellular component organization or biogenesis,biological_process,2,2,5,1176,1,1,20
