gene_set,interaction_type,ffa_type,interaction_score,standard_deviation,standard_error,p_value,df_effective,fdr_corrected_p,effect_size,significant_p05,significant_fdr05
GCN5_OPI1,digenic,C18:0,0.08567516753134291,0.02265930366662093,0.013277281786992903,0.010601543962295512,2.6752906992568,0.032901343331261934,0.08567516753134291,True,True
GCN5_OPI1,digenic,C16:1,-1.3692299496007032,0.36512333554664755,0.22582438116352416,0.00680359416474019,3.3000873938684787,0.023252790183289258,1.3692299496007032,True,True
GCN5_OPI1,digenic,C18:1,-0.4526095308674183,0.24002950044553295,0.15929937195900395,0.11868079702819756,1.7886222324088066,0.16348885304904764,0.4526095308674183,False,False
GCN5_OPI1,digenic,Total Titer,-0.029192147435697646,0.07458406269847956,0.049319830432016556,0.617008674462439,1.8880780822714527,0.6482192299799943,0.029192147435697646,False,False
RPD3_SPT3,digenic,C14:0,-0.48469100037094126,0.27315247799877346,0.1577046567024052,0.04789683198075312,3.30445597686054,0.07885454045611794,0.48469100037094126,True,False
RPD3_SPT3,digenic,C16:0,0.5133505621494191,0.09780410983365176,0.05646722914031057,0.0001713586070943851,5.4425168898661695,0.0022031820912135226,0.5133505621494191,True,True
RPD3_SPT3,digenic,C18:0,0.5104463119441146,0.09323904113402473,0.05383158549771177,0.00013703521452557155,5.448347279860521,0.001998107971593902,0.5104463119441146,True,True
RPD3_SPT3,digenic,C16:1,0.006428990461151196,0.13666723676746287,0.07890486593709702,0.9419635262551183,2.169360609672403,0.945465249401048,0.006428990461151196,False,False
RPD3_SPT3,digenic,C18:1,0.34194000656823437,0.13949564078734747,0.08053784575935441,0.046296024232182376,2.118116037559813,0.07763929529620646,0.34194000656823437,True,False
RPD3_SPT3,digenic,Total Titer,0.40294616459857613,0.07256253041045939,0.04189399646555913,0.00011484628207991676,5.5466511686543125,0.0019380310100985954,0.40294616459857613,True,True
OPI1_TFC7,digenic,C14:0,-0.36206840917792915,0.9397585132563309,0.5425698306017852,0.565720426081533,2.281940990646618,0.6013563584331255,0.36206840917792915,False,False
OPI1_TFC7,digenic,C16:0,0.3198776716089382,0.09046196197320253,0.05222823809665017,0.0011579044483251977,5.547350504593981,0.006636730710696259,0.3198776716089382,True,True
OPI1_TFC7,digenic,C18:0,0.28149582901201947,0.1053060155802237,0.06079845644252909,0.005086150919229704,5.226250855331092,0.018310143309226933,0.28149582901201947,True,True
OPI1_TFC7,digenic,C16:1,-0.1686487837000472,0.4328130394087265,0.24988472481140836,0.5587742506145861,2.4078349950257434,0.5963203465056848,0.1686487837000472,False,False
OPI1_TFC7,digenic,C18:1,0.12236820392924064,0.12982011378555958,0.07495167764032068,0.18153254869265,3.8041389568157986,0.22483389058263992,0.12236820392924064,False,False
OPI1_TFC7,digenic,Total Titer,0.22653948286182757,0.0686617856843899,0.0396419004479229,0.002602278394934654,4.809366620390025,0.011556616261411565,0.22653948286182757,True,True
OPI1_RPD3,digenic,C14:0,-0.6501608898617739,0.3137802979020439,0.18116113946014603,0.020757670480131774,4.248322875254838,0.04881407762985952,0.6501608898617739,True,True
OPI1_RPD3,digenic,C16:0,0.5682025441916431,0.1187675444029173,0.06857047373201515,0.0035171397911257785,3.036943230374809,0.013965113876528828,0.5682025441916431,True,True
OPI1_RPD3,digenic,C18:0,0.5516972103322868,0.17571257467657564,0.10144770228952318,0.019880520366704957,2.4679781580009346,0.04879764090009399,0.5516972103322868,True,True
