,Query Strain ID,Query allele name,Array Strain ID,Array allele name,Arraytype/Temp,Genetic interaction score (ε),P-value,Query single mutant fitness (SMF),Array SMF,Double mutant fitness,Double mutant fitness standard deviation,Query Systematic Name,Array Systematic Name,Temperature,query_perturbation_type,array_perturbation_type,combined_name
1506520,YDL126C_tsq208,cdc48-3,YGL113W_tsa1119,sld3-5001,TSA26,0.1071,0.009359,0.8301,0.7931,0.7655,0.0466,YDL126C,YGL113W,26,temperature sensitive,temperature sensitive,YDL126C_YGL113W
1507229,YDL126C_tsq209,cdc48-2,YGL113W_tsa1119,sld3-5001,TSA26,0.177,4.464e-05,0.7713,0.7931,0.7888,0.0485,YDL126C,YGL113W,26,temperature sensitive,temperature sensitive,YDL126C_YGL113W
1689745,YGL113W_tsq1382,sld3-5001,YDL126C_tsa179,cdc48-9,TSA26,-0.0687,8.031e-06,1.0478,0.9421,0.9184,0.0118,YGL113W,YDL126C,26,temperature sensitive,temperature sensitive,YDL126C_YGL113W
1689746,YGL113W_tsq1382,sld3-5001,YDL126C_tsa208,cdc48-3,TSA26,-0.0138,0.3985,1.0478,0.8301,0.856,0.0594,YGL113W,YDL126C,26,temperature sensitive,temperature sensitive,YDL126C_YGL113W
1689747,YGL113W_tsq1382,sld3-5001,YDL126C_tsa209,cdc48-2,TSA26,0.0241,0.1807,1.0478,0.7713,0.8323,0.0187,YGL113W,YDL126C,26,temperature sensitive,temperature sensitive,YDL126C_YGL113W
1507919,YDL132W_tsq976,cdc53-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.1259,0.001172,0.4752,0.7931,0.251,0.0496,YDL132W,YGL113W,26,temperature sensitive,temperature sensitive,YDL132W_YGL113W
1689748,YGL113W_tsq1382,sld3-5001,YDL132W_tsa974,cdc53-1,TSA26,-0.0594,0.2964,1.0478,0.4752,0.4385,0.1316,YGL113W,YDL132W,26,temperature sensitive,temperature sensitive,YDL132W_YGL113W
1508630,YDL139C_tsq2940,scm3-5007,YGL113W_tsa1119,sld3-5001,TSA26,-0.1127,0.0003002,,0.7931,0.6804,0.0247,YDL139C,YGL113W,26,temperature sensitive,temperature sensitive,YDL139C_YGL113W
1509338,YDL140C_tsq804,rpo21-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.003,0.4045,0.4963,0.7931,0.3906,0.0248,YDL140C,YGL113W,26,temperature sensitive,temperature sensitive,YDL140C_YGL113W
1689749,YGL113W_tsq1382,sld3-5001,YDL140C_tsa804,rpo21-1,TSA26,0.0803,0.004445,1.0478,0.4963,0.6003,0.0274,YGL113W,YDL140C,26,temperature sensitive,temperature sensitive,YDL140C_YGL113W
1689750,YGL113W_tsq1382,sld3-5001,YDL143W_tsa729,cct4-1,TSA26,0.0105,0.3838,1.0478,0.5931,0.632,0.0168,YGL113W,YDL143W,26,temperature sensitive,temperature sensitive,YDL143W_YGL113W
1510043,YDL143W_tsq729,cct4-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0026,0.4262,0.5931,0.7931,0.4678,0.0251,YDL143W,YGL113W,26,temperature sensitive,temperature sensitive,YDL143W_YGL113W
1689751,YGL113W_tsq1382,sld3-5001,YDL145C_tsa704,cop1-1,TSA26,0.053,5.144e-07,1.0478,0.9162,1.013,0.009,YGL113W,YDL145C,26,temperature sensitive,temperature sensitive,YDL145C_YGL113W
1510740,YDL145C_tsq704,cop1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0286,0.3052,0.9162,0.7931,0.7552,0.0468,YDL145C,YGL113W,26,temperature sensitive,temperature sensitive,YDL145C_YGL113W
1689753,YGL113W_tsq1382,sld3-5001,YDL147W_tsa1080,rpn5-5001,TSA26,0.0147,0.4641,1.0478,0.5815,0.624,0.1588,YGL113W,YDL147W,26,temperature sensitive,temperature sensitive,YDL147W_YGL113W
1511452,YDL147W_tsq1235,rpn5-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0423,0.1333,0.8599,0.7931,0.7243,0.037,YDL147W,YGL113W,26,temperature sensitive,temperature sensitive,YDL147W_YGL113W
1512164,YDL147W_tsq1309,rpn5-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.042,0.1827,0.5815,0.7931,0.5032,0.0441,YDL147W,YGL113W,26,temperature sensitive,temperature sensitive,YDL147W_YGL113W
1689752,YGL113W_tsq1382,sld3-5001,YDL147W_tsa1036,rpn5-1,TSA26,-0.018,0.142,1.0478,0.8599,0.883,0.0136,YGL113W,YDL147W,26,temperature sensitive,temperature sensitive,YDL147W_YGL113W
1689754,YGL113W_tsq1382,sld3-5001,YDL148C_tsa1234,nop14-5001,TSA26,-0.0209,0.291,1.0478,0.5924,0.5998,0.032,YGL113W,YDL148C,26,temperature sensitive,temperature sensitive,YDL148C_YGL113W
1512876,YDL150W_tsq1741,rpc53-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.1015,1.746e-08,0.5865,0.7931,0.5667,0.017,YDL150W,YGL113W,26,temperature sensitive,temperature sensitive,YDL150W_YGL113W
1513595,YDL153C_tsq1743,sas10-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0157,0.3565,1.0248,0.7931,0.8285,0.028,YDL153C,YGL113W,26,temperature sensitive,temperature sensitive,YDL153C_YGL113W
1689755,YGL113W_tsq1382,sld3-5001,YDL164C_tsa33,cdc9-1-supp2,TSA26,0.002,0.4427,1.0478,0.9504,0.9978,0.0088,YGL113W,YDL164C,26,temperature sensitive,temperature sensitive,YDL164C_YGL113W
1514330,YDL164C_tsq2571,cdc9-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0936,0.01195,,0.7931,0.8867,0.0404,YDL164C,YGL113W,26,temperature sensitive,temperature sensitive,YDL164C_YGL113W
1515048,YDL165W_tsq314,cdc36-16,YGL113W_tsa1119,sld3-5001,TSA26,-0.2033,0.0008635,0.8239,0.7931,0.4501,0.0887,YDL165W,YGL113W,26,temperature sensitive,temperature sensitive,YDL165W_YGL113W
1515782,YDL193W_tsq1405,nus1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.071,0.05625,0.8765,0.7931,0.7662,0.0436,YDL193W,YGL113W,26,temperature sensitive,temperature sensitive,YDL193W_YGL113W
1689756,YGL113W_tsq1382,sld3-5001,YDL193W_tsa1223,nus1-5001,TSA26,-0.0517,0.1783,1.0478,0.8765,0.8667,0.0468,YGL113W,YDL193W,26,temperature sensitive,temperature sensitive,YDL193W_YGL113W
1689757,YGL113W_tsq1382,sld3-5001,YDL195W_tsa852,sec31-1,TSA26,0.0424,0.2907,1.0478,0.99,1.0797,0.0812,YGL113W,YDL195W,26,temperature sensitive,temperature sensitive,YDL195W_YGL113W
1516516,YDL195W_tsq852,sec31-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0157,0.01176,0.99,0.7931,0.7695,0.0058,YDL195W,YGL113W,26,temperature sensitive,temperature sensitive,YDL195W_YGL113W
1689758,YGL113W_tsq1382,sld3-5001,YDL207W_tsa920,gle1-4,TSA26,0.0736,0.008245,1.0478,0.635,0.739,0.0261,YGL113W,YDL207W,26,temperature sensitive,temperature sensitive,YDL207W_YGL113W
1517234,YDL207W_tsq923,gle1-4,YGL113W_tsa1119,sld3-5001,TSA26,0.1557,0.01404,0.635,0.7931,0.6594,0.0916,YDL207W,YGL113W,26,temperature sensitive,temperature sensitive,YDL207W_YGL113W
1689759,YGL113W_tsq1382,sld3-5001,YDL208W_tsa1176,nhp2-5001,TSA26,0.0234,0.000258,1.0478,0.8197,0.8823,0.0049,YGL113W,YDL208W,26,temperature sensitive,temperature sensitive,YDL208W_YGL113W
1517936,YDL208W_tsq1406,nhp2-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0088,0.4306,0.8197,0.7931,0.6589,0.0222,YDL208W,YGL113W,26,temperature sensitive,temperature sensitive,YDL208W_YGL113W
1689760,YGL113W_tsq1382,sld3-5001,YDL209C_tsa1052,cwc2-1,TSA26,0.0488,0.0847,1.0478,0.9052,0.9973,0.0307,YGL113W,YDL209C,26,temperature sensitive,temperature sensitive,YDL209C_YGL113W
1689761,YGL113W_tsq1382,sld3-5001,YDL217C_tsa714,tim22-19,TSA26,-0.0355,0.354,1.0478,0.8716,0.8778,0.1225,YGL113W,YDL217C,26,temperature sensitive,temperature sensitive,YDL217C_YGL113W
1518687,YDL217C_tsq2765,tim22-19,YGL113W_tsa1119,sld3-5001,TSA26,0.0435,0.1475,0.8716,0.7931,0.7348,0.0391,YDL217C,YGL113W,26,temperature sensitive,temperature sensitive,YDL217C_YGL113W
1519428,YDL220C_tsq881,cdc13-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.2926,9.065e-10,0.7418,0.7931,0.2957,0.0867,YDL220C,YGL113W,26,temperature sensitive,temperature sensitive,YDL220C_YGL113W
1689762,YGL113W_tsq1382,sld3-5001,YDL220C_tsa881,cdc13-1,TSA26,-0.0907,0.2166,1.0478,0.7418,0.6866,0.1425,YGL113W,YDL220C,26,temperature sensitive,temperature sensitive,YDL220C_YGL113W
1689763,YGL113W_tsq1382,sld3-5001,YDR002W_tsa582,yrb1-51,TSA26,-0.0163,0.3763,1.0478,0.9669,0.9968,0.0539,YGL113W,YDR002W,26,temperature sensitive,temperature sensitive,YDR002W_YGL113W
1520128,YDR002W_tsq582,yrb1-51,YGL113W_tsa1119,sld3-5001,TSA26,0.0737,0.01096,0.9669,0.7931,0.8405,0.0284,YDR002W,YGL113W,26,temperature sensitive,temperature sensitive,YDR002W_YGL113W
1689764,YGL113W_tsq1382,sld3-5001,YDR013W_tsa583,psf1-1,TSA26,-0.2573,9.089e-05,1.0478,0.8279,0.6102,0.0713,YGL113W,YDR013W,26,temperature sensitive,temperature sensitive,YDR013W_YGL113W
1520844,YDR013W_tsq583,psf1-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.3035,0.0001158,0.8279,0.7931,0.3531,0.0971,YDR013W,YGL113W,26,temperature sensitive,temperature sensitive,YDR013W_YGL113W
1689765,YGL113W_tsq1382,sld3-5001,YDR016C_tsa1077,dad1-5005,TSA26,0.0345,0.1405,1.0478,0.9123,0.9904,0.0258,YGL113W,YDR016C,26,temperature sensitive,temperature sensitive,YDR016C_YGL113W
1521534,YDR016C_tsq1306,dad1-5005,YGL113W_tsa1119,sld3-5001,TSA26,0.0134,0.3587,0.9123,0.7931,0.7369,0.0233,YDR016C,YGL113W,26,temperature sensitive,temperature sensitive,YDR016C_YGL113W
1522212,YDR021W_tsq1162,fal1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0134,0.3988,0.6294,0.7931,0.5126,0.0436,YDR021W,YGL113W,26,temperature sensitive,temperature sensitive,YDR021W_YGL113W
1689766,YGL113W_tsq1382,sld3-5001,YDR021W_tsa728,fal1-1,TSA26,0.024,0.3077,1.0478,0.6294,0.6835,0.0389,YGL113W,YDR021W,26,temperature sensitive,temperature sensitive,YDR021W_YGL113W
1522896,YDR037W_tsq1746,krs1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0142,0.3492,0.9174,0.7931,0.7418,0.025,YDR037W,YGL113W,26,temperature sensitive,temperature sensitive,YDR037W_YGL113W
1523581,YDR037W_tsq1748,krs1-5004,YGL113W_tsa1119,sld3-5001,TSA26,0.0452,0.0005356,0.9622,0.7931,0.8083,0.0113,YDR037W,YGL113W,26,temperature sensitive,temperature sensitive,YDR037W_YGL113W
1689767,YGL113W_tsq1382,sld3-5001,YDR044W_tsa1076,hem13-5001,TSA26,-0.0329,0.321,1.0478,0.8716,0.8804,0.0722,YGL113W,YDR044W,26,temperature sensitive,temperature sensitive,YDR044W_YGL113W
1524256,YDR044W_tsq1305,hem13-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0587,0.3053,0.8716,0.7931,0.75,0.1548,YDR044W,YGL113W,26,temperature sensitive,temperature sensitive,YDR044W_YGL113W
1524942,YDR045C_tsq1307,rpc11-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0675,3.807e-05,0.8474,0.7931,0.7396,0.0147,YDR045C,YGL113W,26,temperature sensitive,temperature sensitive,YDR045C_YGL113W
1689768,YGL113W_tsq1382,sld3-5001,YDR045C_tsa1078,rpc11-5001,TSA26,0.012,0.3918,1.0478,0.8474,0.8999,0.0257,YGL113W,YDR045C,26,temperature sensitive,temperature sensitive,YDR045C_YGL113W
1525666,YDR047W_tsq3029,hem12-5005,YGL113W_tsa1119,sld3-5001,TSA26,-0.1563,0.102,,0.7931,0.6368,0.138,YDR047W,YGL113W,26,temperature sensitive,temperature sensitive,YDR047W_YGL113W
1526356,YDR050C_tsq990,tpi1-1670,YGL113W_tsa1119,sld3-5001,TSA26,-0.036,0.2947,0.9973,0.7931,0.755,0.0668,YDR050C,YGL113W,26,temperature sensitive,temperature sensitive,YDR050C_YGL113W
1689769,YGL113W_tsq1382,sld3-5001,YDR050C_tsa988,tpi1-1670,TSA26,0.012,0.4294,1.0478,0.9973,1.057,0.0454,YGL113W,YDR050C,26,temperature sensitive,temperature sensitive,YDR050C_YGL113W
1529716,YDR052C_tsq87,dbf4-ts,YGL113W_tsa1119,sld3-5001,TSA26,-0.1073,0.02534,0.8657,0.7931,0.5793,0.0491,YDR052C,YGL113W,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1529044,YDR052C_tsq164,dbf4-4,YGL113W_tsa1119,sld3-5001,TSA26,-0.0997,0.03218,0.971,0.7931,0.6704,0.0517,YDR052C,YGL113W,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1528372,YDR052C_tsq163,dbf4-3,YGL113W_tsa1119,sld3-5001,TSA26,0.0225,0.3475,0.9877,0.7931,0.8058,0.052,YDR052C,YGL113W,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1527700,YDR052C_tsq162,dbf4-2,YGL113W_tsa1119,sld3-5001,TSA26,-0.0007,0.4397,0.8087,0.7931,0.6407,0.0214,YDR052C,YGL113W,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1527028,YDR052C_tsq161,dbf4-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0443,0.2118,0.7267,0.7931,0.6206,0.0613,YDR052C,YGL113W,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1689773,YGL113W_tsq1382,sld3-5001,YDR052C_tsa164,dbf4-4,TSA26,-0.0426,0.1756,1.0478,0.971,0.9748,0.0391,YGL113W,YDR052C,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1689772,YGL113W_tsq1382,sld3-5001,YDR052C_tsa163,dbf4-3,TSA26,-0.0084,0.4309,1.0478,0.9877,1.0265,0.0629,YGL113W,YDR052C,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1689771,YGL113W_tsq1382,sld3-5001,YDR052C_tsa162,dbf4-2,TSA26,0.073,0.08882,1.0478,0.8087,0.9204,0.0548,YGL113W,YDR052C,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1689770,YGL113W_tsq1382,sld3-5001,YDR052C_tsa161,dbf4-1,TSA26,0.1059,0.0003555,1.0478,0.7267,0.8673,0.0283,YGL113W,YDR052C,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1689774,YGL113W_tsq1382,sld3-5001,YDR052C_tsa95,dbf4-ts,TSA26,0.0087,0.4678,1.0478,0.8657,0.9158,0.0699,YGL113W,YDR052C,26,temperature sensitive,temperature sensitive,YDR052C_YGL113W
1530387,YDR054C_tsq308,cdc34-2,YGL113W_tsa1119,sld3-5001,TSA26,-0.0464,0.2112,0.9586,0.7931,0.7139,0.0521,YDR054C,YGL113W,26,temperature sensitive,temperature sensitive,YDR054C_YGL113W
1689775,YGL113W_tsq1382,sld3-5001,YDR054C_tsa92,cdc34-1,TSA26,0.001,0.4888,1.0478,0.7926,0.8315,0.0752,YGL113W,YDR054C,26,temperature sensitive,temperature sensitive,YDR054C_YGL113W
1531055,YDR060W_tsq249,mak21-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0715,0.01124,0.8474,0.7931,0.7436,0.0297,YDR060W,YGL113W,26,temperature sensitive,temperature sensitive,YDR060W_YGL113W
1689776,YGL113W_tsq1382,sld3-5001,YDR060W_tsa249,mak21-1,TSA26,0.014,0.4199,1.0478,0.8474,0.9019,0.053,YGL113W,YDR060W,26,temperature sensitive,temperature sensitive,YDR060W_YGL113W
1689777,YGL113W_tsq1382,sld3-5001,YDR060W_tsa250,mak21-3,TSA26,-0.0256,0.3219,1.0478,0.8283,0.8423,0.0441,YGL113W,YDR060W,26,temperature sensitive,temperature sensitive,YDR060W_YGL113W
1531730,YDR062W_tsq2766,lcb2-16,YGL113W_tsa1119,sld3-5001,TSA26,0.029,0.1257,0.93,0.7931,0.7666,0.0201,YDR062W,YGL113W,26,temperature sensitive,temperature sensitive,YDR062W_YGL113W
1689778,YGL113W_tsq1382,sld3-5001,YDR062W_tsa575,lcb2-2,TSA26,0.0016,0.4842,1.0478,0.5659,0.5946,0.0481,YGL113W,YDR062W,26,temperature sensitive,temperature sensitive,YDR062W_YGL113W
1689779,YGL113W_tsq1382,sld3-5001,YDR062W_tsa585,lcb2-16,TSA26,0.0109,0.3935,1.0478,0.5962,0.6356,0.0211,YGL113W,YDR062W,26,temperature sensitive,temperature sensitive,YDR062W_YGL113W
1689780,YGL113W_tsq1382,sld3-5001,YDR062W_tsa586,lcb2-1,TSA26,0.0134,0.4197,1.0478,0.5954,0.6373,0.0436,YGL113W,YDR062W,26,temperature sensitive,temperature sensitive,YDR062W_YGL113W
1532405,YDR062W_tsq2767,lcb2-19,YGL113W_tsa1119,sld3-5001,TSA26,0.0222,0.3217,0.6477,0.7931,0.5359,0.0449,YDR062W,YGL113W,26,temperature sensitive,temperature sensitive,YDR062W_YGL113W
1533063,YDR064W_tsq1375,rps13-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0036,0.4939,0.8623,0.7931,0.6875,0.0374,YDR064W,YGL113W,26,temperature sensitive,temperature sensitive,YDR064W_YGL113W
1689781,YGL113W_tsq1382,sld3-5001,YDR064W_tsa1111,rps13-5001,TSA26,0.0254,0.2634,1.0478,0.8623,0.9289,0.0324,YGL113W,YDR064W,26,temperature sensitive,temperature sensitive,YDR064W_YGL113W
1689782,YGL113W_tsq1382,sld3-5001,YDR081C_tsa1239,pdc2-5001,TSA26,-0.1603,0.01249,1.0478,0.3586,0.2154,0.0761,YGL113W,YDR081C,26,temperature sensitive,temperature sensitive,YDR081C_YGL113W
1533734,YDR082W_tsq599,stn1-13,YGL113W_tsa1119,sld3-5001,TSA26,-0.1706,0.002298,0.7797,0.7931,0.4478,0.0748,YDR082W,YGL113W,26,temperature sensitive,temperature sensitive,YDR082W_YGL113W
1689783,YGL113W_tsq1382,sld3-5001,YDR082W_tsa599,stn1-13,TSA26,-0.1484,0.0001417,1.0478,0.7797,0.6686,0.0312,YGL113W,YDR082W,26,temperature sensitive,temperature sensitive,YDR082W_YGL113W
1689784,YGL113W_tsq1382,sld3-5001,YDR086C_tsa1112,sss1-5001,TSA26,0.0082,0.4734,1.0478,1.0193,1.0762,0.0669,YGL113W,YDR086C,26,temperature sensitive,temperature sensitive,YDR086C_YGL113W
1534411,YDR086C_tsq1381,sss1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0051,0.4906,1.0193,0.7931,0.8135,0.0246,YDR086C,YGL113W,26,temperature sensitive,temperature sensitive,YDR086C_YGL113W
1535097,YDR087C_tsq181,rrp1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.035,0.01888,0.5083,0.7931,0.4381,0.0137,YDR087C,YGL113W,26,temperature sensitive,temperature sensitive,YDR087C_YGL113W
1689785,YGL113W_tsq1382,sld3-5001,YDR087C_tsa181,rrp1-1,TSA26,0.0293,0.1566,1.0478,0.5083,0.5619,0.0215,YGL113W,YDR087C,26,temperature sensitive,temperature sensitive,YDR087C_YGL113W
1536444,YDR088C_tsq657,slu7-ts2,YGL113W_tsa1119,sld3-5001,TSA26,-0.0999,0.05095,0.7308,0.7931,0.4797,0.0704,YDR088C,YGL113W,26,temperature sensitive,temperature sensitive,YDR088C_YGL113W
1689787,YGL113W_tsq1382,sld3-5001,YDR088C_tsa657,slu7-ts2,TSA26,-0.044,0.2571,1.0478,0.7308,0.7217,0.0584,YGL113W,YDR088C,26,temperature sensitive,temperature sensitive,YDR088C_YGL113W
1535767,YDR088C_tsq656,slu7-ts1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0483,0.1861,0.9403,0.7931,0.6975,0.0491,YDR088C,YGL113W,26,temperature sensitive,temperature sensitive,YDR088C_YGL113W
1689786,YGL113W_tsq1382,sld3-5001,YDR088C_tsa656,slu7-ts1,TSA26,0.0442,0.1842,1.0478,0.9403,1.0294,0.044,YGL113W,YDR088C,26,temperature sensitive,temperature sensitive,YDR088C_YGL113W
1537138,YDR091C_tsq2833,rli1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0533,0.04054,0.8649,0.7931,0.7393,0.0279,YDR091C,YGL113W,26,temperature sensitive,temperature sensitive,YDR091C_YGL113W
1689788,YGL113W_tsq1382,sld3-5001,YDR091C_tsa1127,rli1-5001,TSA26,-0.0199,0.3478,1.0478,0.8649,0.8863,0.0511,YGL113W,YDR091C,26,temperature sensitive,temperature sensitive,YDR091C_YGL113W
1689789,YGL113W_tsq1382,sld3-5001,YDR113C_tsa862,pds1-128,TSA26,-0.1359,6.122e-05,1.0478,0.9297,0.8382,0.0276,YGL113W,YDR113C,26,temperature sensitive,temperature sensitive,YDR113C_YGL113W
1537835,YDR113C_tsq862,pds1-128,YGL113W_tsa1119,sld3-5001,TSA26,-0.6502,2.5819999999999998e-127,0.9297,0.7931,0.0872,0.0272,YDR113C,YGL113W,26,temperature sensitive,temperature sensitive,YDR113C_YGL113W
1689790,YGL113W_tsq1382,sld3-5001,YDR118W_tsa1088,apc4-5001,TSA26,0.0188,0.3821,1.0478,1.0518,1.1209,0.0552,YGL113W,YDR118W,26,temperature sensitive,temperature sensitive,YDR118W_YGL113W
1689791,YGL113W_tsq1382,sld3-5001,YDR141C_tsa854,dop1-1,TSA26,-0.0183,0.3494,1.0478,0.9313,0.9575,0.0456,YGL113W,YDR141C,26,temperature sensitive,temperature sensitive,YDR141C_YGL113W
1538519,YDR141C_tsq854,dop1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0279,0.226,0.9313,0.7931,0.7665,0.031,YDR141C,YGL113W,26,temperature sensitive,temperature sensitive,YDR141C_YGL113W
1540534,YDR145W_tsq514,taf12-9,YGL113W_tsa1119,sld3-5001,TSA26,-0.1724,0.0004877,0.7574,0.7931,0.4283,0.0711,YDR145W,YGL113W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1689795,YGL113W_tsq1382,sld3-5001,YDR145W_tsa806,taf12-l446a,TSA26,-0.0678,0.2419,1.0478,0.5961,0.5568,0.1039,YGL113W,YDR145W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1689794,YGL113W_tsq1382,sld3-5001,YDR145W_tsa518,taf12-ts23,TSA26,-0.0013,0.4577,1.0478,0.697,0.729,0.0383,YGL113W,YDR145W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1689793,YGL113W_tsq1382,sld3-5001,YDR145W_tsa515,taf12-w486stop,TSA26,-0.0341,0.1326,1.0478,0.722,0.7224,0.0238,YGL113W,YDR145W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1539191,YDR145W_tsq1180,taf12-l446a,YGL113W_tsa1119,sld3-5001,TSA26,0.0138,0.3985,0.5961,0.7931,0.4866,0.0506,YDR145W,YGL113W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1539861,YDR145W_tsq1273,taf12-l464a,YGL113W_tsa1119,sld3-5001,TSA26,-0.0271,0.1119,0.4859,0.7931,0.3583,0.0216,YDR145W,YGL113W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1541205,YDR145W_tsq515,taf12-w486stop,YGL113W_tsa1119,sld3-5001,TSA26,-0.3483,4.012e-12,0.722,0.7931,0.2244,0.0603,YDR145W,YGL113W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1541872,YDR145W_tsq518,taf12-ts23,YGL113W_tsa1119,sld3-5001,TSA26,-0.3138,2.187e-20,0.697,0.7931,0.2389,0.0341,YDR145W,YGL113W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1689792,YGL113W_tsq1382,sld3-5001,YDR145W_tsa514,taf12-9,TSA26,-0.0198,0.2923,1.0478,0.7574,0.7738,0.0302,YGL113W,YDR145W,26,temperature sensitive,temperature sensitive,YDR145W_YGL113W
1542546,YDR164C_tsq28,sec1-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0234,0.3291,1.0397,0.7931,0.848,0.0431,YDR164C,YGL113W,26,temperature sensitive,temperature sensitive,YDR164C_YGL113W
1689796,YGL113W_tsq1382,sld3-5001,YDR164C_tsa36,sec1-1,TSA26,0.0739,0.09963,1.0478,1.0397,1.1633,0.0572,YGL113W,YDR164C,26,temperature sensitive,temperature sensitive,YDR164C_YGL113W
1543218,YDR166C_tsq54,sec5-24,YGL113W_tsa1119,sld3-5001,TSA26,-0.0066,0.2457,0.9923,0.7931,0.7804,0.0095,YDR166C,YGL113W,26,temperature sensitive,temperature sensitive,YDR166C_YGL113W
1689797,YGL113W_tsq1382,sld3-5001,YDR166C_tsa51,sec5-24,TSA26,-0.0118,0.4184,1.0478,0.9923,1.0279,0.0578,YGL113W,YDR166C,26,temperature sensitive,temperature sensitive,YDR166C_YGL113W
1544586,YDR167W_tsq2942,taf10-5004,YGL113W_tsa1119,sld3-5001,TSA26,-0.1496,0.001004,0.7814,0.7931,0.4701,0.0402,YDR167W,YGL113W,26,temperature sensitive,temperature sensitive,YDR167W_YGL113W
1543937,YDR167W_tsq2576,taf10-5002,YGL113W_tsa1119,sld3-5001,TSA26,-0.3404,3.026e-07,,0.7931,0.4527,0.0615,YDR167W,YGL113W,26,temperature sensitive,temperature sensitive,YDR167W_YGL113W
1689799,YGL113W_tsq1382,sld3-5001,YDR168W_tsa317,cdc37-1,TSA26,-0.1044,0.106,1.0478,0.9127,0.8519,0.0601,YGL113W,YDR168W,26,temperature sensitive,temperature sensitive,YDR168W_YGL113W
1545875,YDR168W_tsq317,cdc37-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.2375,2.626e-35,0.9127,0.7931,0.4864,0.0149,YDR168W,YGL113W,26,temperature sensitive,temperature sensitive,YDR168W_YGL113W
1545174,YDR168W_tsq315,cdc37-ts,YGL113W_tsa1119,sld3-5001,TSA26,-0.5009,6.178e-35,0.8583,0.7931,0.1798,0.0434,YDR168W,YGL113W,26,temperature sensitive,temperature sensitive,YDR168W_YGL113W
1689798,YGL113W_tsq1382,sld3-5001,YDR168W_tsa315,cdc37-ts,TSA26,-0.4559,2.303e-33,1.0478,0.8583,0.4434,0.0316,YGL113W,YDR168W,26,temperature sensitive,temperature sensitive,YDR168W_YGL113W
1546572,YDR170C_tsq47,sec7-1-supp1,YGL113W_tsa1119,sld3-5001,TSA26,0.0086,0.4558,0.9554,0.7931,0.7663,0.0419,YDR170C,YGL113W,26,temperature sensitive,temperature sensitive,YDR170C_YGL113W
1689800,YGL113W_tsq1382,sld3-5001,YDR170C_tsa44,sec7-1,TSA26,0.0084,0.4811,1.0478,0.8343,0.8826,0.0926,YGL113W,YDR170C,26,temperature sensitive,temperature sensitive,YDR170C_YGL113W
1547264,YDR172W_tsq31,sup35-td,YGL113W_tsa1119,sld3-5001,TSA26,0.0294,0.1431,0.9318,0.7931,0.7684,0.0212,YDR172W,YGL113W,26,temperature sensitive,temperature sensitive,YDR172W_YGL113W
