split,criterion,tau_cut,uses_p_value,model,k,precision,base_rate,enrichment,average_precision
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B1 additive ridge,10000,0.0324,0.01393312101910828,2.3253942857142857,0.08536473323280823
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,10,0.2,0.01393312101910828,14.354285714285714,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,30,0.1,0.01393312101910828,7.177142857142857,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,100,0.21,0.01393312101910828,15.072,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,300,0.19666666666666666,0.01393312101910828,14.115047619047617,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,1000,0.126,0.01393312101910828,9.0432,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,3000,0.05566666666666667,0.01393312101910828,3.9952761904761904,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.08,0.08,False,B5 nonlinear MLP,10000,0.0264,0.01393312101910828,1.8947657142857142,0.06760410094639834
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,10,0.2,0.0011146496815286624,179.42857142857144,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,30,0.06666666666666667,0.0011146496815286624,59.80952380952381,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,100,0.05,0.0011146496815286624,44.85714285714286,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,300,0.02666666666666667,0.0011146496815286624,23.923809523809528,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,1000,0.013,0.0011146496815286624,11.662857142857142,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,3000,0.004666666666666667,0.0011146496815286624,4.186666666666667,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B1 additive ridge,10000,0.0028,0.0011146496815286624,2.512,0.01845193614896672
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,10,0.0,0.0011146496815286624,0.0,0.005400432356554869
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,30,0.0,0.0011146496815286624,0.0,0.005400432356554869
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,100,0.0,0.0011146496815286624,0.0,0.005400432356554869
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,300,0.016666666666666666,0.0011146496815286624,14.952380952380953,0.005400432356554869
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,1000,0.01,0.0011146496815286624,8.971428571428572,0.005400432356554869
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,3000,0.004,0.0011146496815286624,3.5885714285714285,0.005400432356554869
query_pair_disjoint,magnitude only tau>+0.20,0.2,False,B5 nonlinear MLP,10000,0.0018,0.0011146496815286624,1.6148571428571428,0.005400432356554869
