ffa_type,metabolite_id,metabolite_name,formula,compartment
C16:1,s_3059,"triglyceride (1-16:0, 2-16:1, 3-16:1)",C51H94O6,lp
C16:1,s_3060,"triglyceride (1-16:0, 2-18:1, 3-16:1)",C53H98O6,lp
C16:1,s_3061,"triglyceride (1-16:1, 2-16:1, 3-16:1)",C51H92O6,lp
C16:1,s_3062,"triglyceride (1-16:1, 2-18:1, 3-16:1)",C53H96O6,lp
C16:1,s_3063,"triglyceride (1-18:0, 2-16:1, 3-16:1)",C53H98O6,lp
C16:1,s_3064,"triglyceride (1-18:0, 2-18:1, 3-16:1)",C55H102O6,lp
C16:1,s_3065,"triglyceride (1-18:1, 2-16:1, 3-16:1)",C53H96O6,lp
C16:1,s_3066,"triglyceride (1-18:1, 2-18:1, 3-16:1)",C55H100O6,lp
C16:1,s_3067,"triglyceride (1-16:0, 2-16:1, 3-18:0)",C53H100O6,lp
C16:1,s_3069,"triglyceride (1-16:1, 2-16:1, 3-18:0)",C53H98O6,lp
C16:1,s_3070,"triglyceride (1-16:1, 2-18:1, 3-18:0)",C55H102O6,lp
C16:1,s_3071,"triglyceride (1-18:0, 2-16:1, 3-18:0)",C55H104O6,lp
C16:1,s_3073,"triglyceride (1-18:1, 2-16:1, 3-18:0)",C55H102O6,lp
C16:1,s_3075,"triglyceride (1-16:0, 2-16:1, 3-18:1)",C53H98O6,lp
C16:1,s_3077,"triglyceride (1-16:1, 2-16:1, 3-18:1)",C53H96O6,lp
C16:1,s_3078,"triglyceride (1-16:1, 2-18:1, 3-18:1)",C55H100O6,lp
C16:1,s_3079,"triglyceride (1-18:0, 2-16:1, 3-18:1)",C55H102O6,lp
C16:1,s_3081,"triglyceride (1-18:1, 2-16:1, 3-18:1)",C55H100O6,lp
C16:1,s_3084,"CDP-diacylglycerol (1-16:0, 2-16:1)",C44H79N3O15P2,erm
C16:1,s_3085,"CDP-diacylglycerol (1-16:1, 2-16:1)",C44H77N3O15P2,erm
C16:1,s_3086,"CDP-diacylglycerol (1-18:0, 2-16:1)",C46H83N3O15P2,erm
C16:1,s_3087,"CDP-diacylglycerol (1-18:1, 2-16:1)",C46H81N3O15P2,erm
C16:1,s_3089,"CDP-diacylglycerol (1-16:1, 2-18:1)",C46H81N3O15P2,erm
C16:1,s_3092,"phosphatidate (1-16:0, 2-16:1)",C35H67O8P,mm
C16:1,s_3096,"CDP-diacylglycerol (1-16:0, 2-16:1)",C44H79N3O15P2,mm
C16:1,s_3097,"phosphatidate (1-16:1, 2-16:1)",C35H65O8P,mm
C16:1,s_3098,"CDP-diacylglycerol (1-16:1, 2-16:1)",C44H77N3O15P2,mm
C16:1,s_3099,"phosphatidate (1-18:0, 2-16:1)",C37H71O8P,mm
C16:1,s_3100,"CDP-diacylglycerol (1-18:0, 2-16:1)",C46H83N3O15P2,mm
C16:1,s_3101,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,mm
C16:1,s_3102,"CDP-diacylglycerol (1-18:1, 2-16:1)",C46H81N3O15P2,mm
C16:1,s_3105,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,mm
C16:1,s_3106,"CDP-diacylglycerol (1-16:1, 2-18:1)",C46H81N3O15P2,mm
C16:1,s_3109,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,erm
C16:1,s_3110,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,erm
C16:1,s_3111,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,erm
C16:1,s_3112,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,erm
C16:1,s_3114,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,erm
C16:1,s_3118,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,erm
C16:1,s_3119,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,erm
C16:1,s_3120,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,erm
C16:1,s_3121,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,erm
C16:1,s_3123,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,erm
C16:1,s_3126,sn-2-acyl-1-lysophosphatidylinositol (16:1),C25H47O12P,erm
C16:1,s_3128,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,mm
C16:1,s_3130,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,mm
C16:1,s_3131,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,mm
C16:1,s_3132,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,mm
C16:1,s_3133,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,mm
C16:1,s_3134,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,mm
C16:1,s_3135,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,mm
C16:1,s_3136,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,mm
C16:1,s_3139,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,mm
C16:1,s_3140,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,mm
C16:1,s_3145,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,gm
C16:1,s_3148,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,gm
C16:1,s_3149,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,gm
C16:1,s_3150,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,gm
C16:1,s_3151,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,gm
C16:1,s_3152,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,gm
C16:1,s_3153,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,gm
C16:1,s_3154,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,gm
C16:1,s_3157,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,gm
C16:1,s_3158,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,gm
C16:1,s_3163,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,vm
C16:1,s_3166,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,vm
C16:1,s_3167,"phosphatidyl-L-serine (1-16:1, 2-16:1)",C38H70NO10P,vm
C16:1,s_3168,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,vm
C16:1,s_3169,"phosphatidyl-L-serine (1-18:0, 2-16:1)",C40H76NO10P,vm
C16:1,s_3170,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,vm
C16:1,s_3171,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,vm
C16:1,s_3172,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,vm
C16:1,s_3175,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,vm
C16:1,s_3176,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,vm
C16:1,s_3181,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,erm
C16:1,s_3184,"phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)",C38H74NO8P,erm
C16:1,s_3185,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,erm
C16:1,s_3186,"phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)",C38H72NO8P,erm
C16:1,s_3187,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,erm
C16:1,s_3188,"phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)",C40H78NO8P,erm
C16:1,s_3189,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,erm
C16:1,s_3190,"phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)",C40H76NO8P,erm
C16:1,s_3193,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,erm
C16:1,s_3194,"phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)",C40H76NO8P,erm
C16:1,s_3199,"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-16:1)",C39H76NO8P,erm
C16:1,s_3200,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)",C39H74NO8P,erm
C16:1,s_3201,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1)",C41H80NO8P,erm
C16:1,s_3202,"phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1)",C41H78NO8P,erm
C16:1,s_3204,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1)",C41H78NO8P,erm
C16:1,s_3207,"phosphatidylcholine (1-16:0, 2-16:1)",C40H78NO8P,erm
C16:1,s_3208,"phosphatidylcholine (1-16:1, 2-16:1)",C40H76NO8P,erm
C16:1,s_3209,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,erm
C16:1,s_3210,"phosphatidylcholine (1-18:1, 2-16:1)",C42H80NO8P,erm
C16:1,s_3212,"phosphatidylcholine (1-16:1, 2-18:1)",C42H80NO8P,erm
C16:1,s_3220,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)",C38H74O13P2,mm
C16:1,s_3221,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)",C38H72O13P2,mm
C16:1,s_3222,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)",C40H78O13P2,mm
C16:1,s_3223,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)",C40H76O13P2,mm
C16:1,s_3225,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)",C40H76O13P2,mm
C16:1,s_3227,"phosphatidylglycerol (1-16:0, 2-16:1)",C38H73O10P,mm
C16:1,s_3229,"phosphatidylglycerol (1-16:1, 2-16:1)",C38H71O10P,mm
C16:1,s_3230,"phosphatidylglycerol (1-18:0, 2-16:1)",C40H77O10P,mm
C16:1,s_3231,"phosphatidylglycerol (1-18:1, 2-16:1)",C40H75O10P,mm
C16:1,s_3233,"phosphatidylglycerol (1-16:1, 2-18:1)",C40H75O10P,mm
C16:1,s_3234,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)",C73H138O17P2,mm
C16:1,s_3235,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)",C73H136O17P2,mm
C16:1,s_3236,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)",C75H142O17P2,mm
C16:1,s_3237,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)",C75H140O17P2,mm
C16:1,s_3238,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)",C75H142O17P2,mm
C16:1,s_3239,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)",C75H140O17P2,mm
C16:1,s_3240,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)",C73H136O17P2,mm
C16:1,s_3241,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)",C73H134O17P2,mm
C16:1,s_3242,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)",C75H140O17P2,mm
C16:1,s_3243,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)",C75H138O17P2,mm
C16:1,s_3244,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)",C75H140O17P2,mm
C16:1,s_3245,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)",C75H138O17P2,mm
C16:1,s_3246,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)",C75H142O17P2,mm
C16:1,s_3247,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)",C75H140O17P2,mm
C16:1,s_3248,"cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)",C77H146O17P2,mm
C16:1,s_3249,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)",C77H144O17P2,mm
C16:1,s_3250,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)",C77H146O17P2,mm
C16:1,s_3251,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)",C77H144O17P2,mm
C16:1,s_3252,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)",C75H140O17P2,mm
C16:1,s_3253,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)",C75H138O17P2,mm
C16:1,s_3254,"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)",C77H144O17P2,mm
C16:1,s_3255,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)",C77H142O17P2,mm
C16:1,s_3256,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)",C77H144O17P2,mm
C16:1,s_3257,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)",C77H142O17P2,mm
C16:1,s_3258,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)",C75H142O17P2,mm
C16:1,s_3259,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)",C75H140O17P2,mm
C16:1,s_3260,"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)",C77H146O17P2,mm
C16:1,s_3261,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)",C77H144O17P2,mm
C16:1,s_3263,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)",C77H144O17P2,mm
C16:1,s_3264,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)",C75H140O17P2,mm
C16:1,s_3265,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)",C75H138O17P2,mm
C16:1,s_3266,"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)",C77H144O17P2,mm
C16:1,s_3267,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)",C77H142O17P2,mm
C16:1,s_3268,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)",C77H144O17P2,mm
C16:1,s_3269,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)",C77H142O17P2,mm
C16:1,s_3270,"monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)",C57H108O16P2,mm
C16:1,s_3272,"monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)",C57H106O16P2,mm
C16:1,s_3273,"monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)",C59H112O16P2,mm
C16:1,s_3274,"monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)",C59H110O16P2,mm
C16:1,s_3275,"monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)",C59H112O16P2,mm
C16:1,s_3276,"monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)",C59H110O16P2,mm
C16:1,s_3278,"monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)",C59H112O16P2,mm
C16:1,s_3279,"monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)",C59H110O16P2,mm
C16:1,s_3280,"monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)",C61H116O16P2,mm
C16:1,s_3281,"monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)",C61H114O16P2,mm
C16:1,s_3283,"monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)",C61H114O16P2,mm
C16:1,s_3284,"monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)",C57H108O16P2,mm
C16:1,s_3285,"monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)",C59H112O16P2,mm
C16:1,s_3286,"monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)",C57H106O16P2,mm
C16:1,s_3287,"monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)",C59H110O16P2,mm
C16:1,s_3288,"monolysocardiolipin (1-18:0, 2-16:1, 4-16:1)",C59H112O16P2,mm
C16:1,s_3289,"monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)",C61H116O16P2,mm
C16:1,s_3290,"monolysocardiolipin (1-18:1, 2-16:1, 4-16:1)",C59H110O16P2,mm
C16:1,s_3291,"monolysocardiolipin (1-18:1, 2-16:1, 4-18:1)",C61H114O16P2,mm
C16:1,s_3292,"monolysocardiolipin (1-16:0, 2-18:1, 4-16:1)",C59H112O16P2,mm
C16:1,s_3294,"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)",C59H110O16P2,mm
C16:1,s_3295,"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)",C61H114O16P2,mm
C16:1,s_3296,"phosphatidylcholine (1-16:0, 2-16:1)",C40H78NO8P,mm
C16:1,s_3298,"phosphatidylcholine (1-16:1, 2-16:1)",C40H76NO8P,mm
C16:1,s_3299,1-acylglycerophosphocholine (16:1),C24H48NO7P,mm
C16:1,s_3300,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,mm
C16:1,s_3302,"phosphatidylcholine (1-18:1, 2-16:1)",C42H80NO8P,mm
C16:1,s_3305,"phosphatidylcholine (1-16:1, 2-18:1)",C42H80NO8P,mm
C16:1,s_3308,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)",C77H144O17P2,mm
C16:1,s_3309,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)",C77H142O17P2,mm
C16:1,s_3310,"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)",C79H148O17P2,mm
C16:1,s_3311,"cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)",C79H146O17P2,mm
C16:1,s_3313,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)",C79H146O17P2,mm
C16:1,s_3314,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)",C77H144O17P2,mm
C16:1,s_3315,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)",C77H142O17P2,mm
C16:1,s_3316,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)",C79H148O17P2,mm
C16:1,s_3317,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1)",C79H146O17P2,mm
C16:1,s_3319,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)",C79H146O17P2,mm
C16:1,s_3323,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,ce
C16:1,s_3325,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)",C41H78O16P2,ce
C16:1,s_3326,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,ce
C16:1,s_3327,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)",C41H76O16P2,ce
C16:1,s_3328,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,ce
C16:1,s_3329,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,ce
C16:1,s_3330,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,ce
C16:1,s_3331,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,ce
C16:1,s_3334,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,ce
C16:1,s_3335,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)",C43H80O16P2,ce
C16:1,s_3340,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,vm
C16:1,s_3343,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)",C41H78O16P2,vm
C16:1,s_3344,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,vm
C16:1,s_3345,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)",C41H76O16P2,vm
C16:1,s_3346,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,vm
C16:1,s_3347,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,vm
C16:1,s_3348,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,vm
C16:1,s_3349,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,vm
C16:1,s_3352,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,vm
C16:1,s_3353,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)",C43H80O16P2,vm
C16:1,s_3358,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,gm
C16:1,s_3361,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)",C41H78O16P2,gm
C16:1,s_3362,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,gm
C16:1,s_3363,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)",C41H76O16P2,gm
C16:1,s_3364,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,gm
C16:1,s_3365,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,gm
C16:1,s_3366,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,gm
C16:1,s_3367,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,gm
C16:1,s_3370,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,gm
C16:1,s_3371,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)",C43H80O16P2,gm
C16:1,s_3376,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)",C41H77O13P,n
C16:1,s_3377,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)",C41H78O16P2,n
C16:1,s_3378,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)",C41H75O13P,n
C16:1,s_3379,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)",C41H76O16P2,n
C16:1,s_3380,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)",C43H81O13P,n
C16:1,s_3381,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,n
C16:1,s_3382,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,n
C16:1,s_3383,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,n
C16:1,s_3386,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,n
C16:1,s_3387,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)",C43H80O16P2,n
C16:1,s_3392,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)",C41H78O16P2,vm
C16:1,s_3393,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)",C41H76O16P2,vm
C16:1,s_3394,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,vm
C16:1,s_3395,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)",C43H80O16P2,vm
C16:1,s_3397,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)",C43H80O16P2,vm
C16:1,s_3400,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,n
C16:1,s_3401,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,n
C16:1,s_3402,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,n
C16:1,s_3403,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,n
C16:1,s_3405,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,n
C16:1,s_3408,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,ce
C16:1,s_3409,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,ce
C16:1,s_3410,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,ce
C16:1,s_3411,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,ce
C16:1,s_3413,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,ce
C16:1,s_3416,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)",C41H79O19P3,vm
C16:1,s_3417,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)",C41H77O19P3,vm
C16:1,s_3418,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,vm
C16:1,s_3419,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)",C43H81O19P3,vm
C16:1,s_3421,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)",C43H81O19P3,vm
C16:1,s_3425,1-acylglycerophosphoethanolamine (16:1),C21H42NO7P,erm
C16:1,s_3429,1-acylglycerophosphocholine (16:1),C24H48NO7P,erm
C16:1,s_3434,episteryl palmitoleate,C44H74O2,erm
C16:1,s_3437,fecosteryl palmitoleate,C44H74O2,erm
C16:1,s_3440,lanosteryl palmitoleate,C46H78O2,erm
C16:1,s_3443,ergosteryl palmitoleate,C44H72O2,erm
C16:1,s_3446,zymosteryl palmitoleate,C43H72O2,erm
C16:1,s_3448,"phosphatidylcholine (1-16:0, 2-16:1)",C40H78NO8P,ce
C16:1,s_3451,palmitoleate,C16H29O2,ce
C16:1,s_3452,"phosphatidylcholine (1-16:1, 2-16:1)",C40H76NO8P,ce
C16:1,s_3453,1-acylglycerophosphocholine (16:1),C24H48NO7P,ce
C16:1,s_3454,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,ce
C16:1,s_3456,"phosphatidylcholine (1-18:1, 2-16:1)",C42H80NO8P,ce
C16:1,s_3460,"phosphatidylcholine (1-16:1, 2-18:1)",C42H80NO8P,ce
C16:1,s_3465,"phosphatidylethanolamine (1-16:0, 2-16:1)",C37H72NO8P,ce
C16:1,s_3467,"phosphatidylethanolamine (1-16:1, 2-16:1)",C37H70NO8P,ce
C16:1,s_3468,1-acylglycerophosphoethanolamine (16:1),C21H42NO7P,ce
C16:1,s_3469,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,ce
C16:1,s_3471,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,ce
C16:1,s_3474,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,ce
C16:1,s_3478,"phosphatidyl-L-serine (1-16:0, 2-16:1)",C38H72NO10P,ce
