ffa_type,metabolite_id,metabolite_name,formula,compartment
C18:0,s_3556,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)",C45H86O16P2,c
C18:0,s_3557,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,c
C18:0,s_3562,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,erm
C18:0,s_3566,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)",C45H86O16P2,erm
C18:0,s_3570,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)",C43H82O16P2,gm
C18:0,s_3574,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)",C45H86O16P2,gm
C18:0,s_3578,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,c
C18:0,s_3582,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)",C45H86O16P2,c
C18:0,s_3586,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)",C43H82O16P2,erm
C18:0,s_3590,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)",C45H86O16P2,erm
C18:0,s_3594,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,ce
C18:0,s_3598,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,ce
C18:0,s_3602,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,c
C18:0,s_3606,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,c
C18:0,s_3610,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)",C43H83O19P3,erm
C18:0,s_3614,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)",C45H87O19P3,erm
C18:0,s_3618,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)",C37H72O11P2,vm
C18:0,s_3622,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)",C39H76O11P2,vm
C18:0,s_3626,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)",C37H72O11P2,gm
C18:0,s_3630,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)",C39H76O11P2,gm
C18:0,s_3636,1-acyl-sn-glycerol 3-phosphate (18:0),C21H43O7P,c
C18:0,s_3637,1-monoglyceride (18:0),C21H42O4,c
C18:0,s_3644,1-acyl-sn-glycerol 3-phosphate (18:0),C21H43O7P,vm
C18:0,s_3645,1-monoglyceride (18:0),C21H42O4,vm
C18:0,s_3652,1-acyl-sn-glycerol 3-phosphate (18:0),C21H43O7P,gm
C18:0,s_3653,1-monoglyceride (18:0),C21H42O4,gm
C18:0,s_3673,1-monoglyceride (18:0),C21H42O4,lp
C18:0,s_3680,"diglyceride (1-18:0, 2-18:1)",C39H74O5,m
C18:0,s_3681,1-monoglyceride (18:0),C21H42O4,m
C18:0,s_3689,1-acylglycerophosphoethanolamine (18:0),C23H48NO7P,lp
C18:0,s_3690,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,lp
C18:0,s_3697,"phosphatidylcholine (1-18:0, 2-16:1)",C42H82NO8P,lp
C18:0,s_3698,1-acylglycerophosphocholine (18:0),C26H54NO7P,lp
C18:0,s_3703,"phosphatidylcholine (1-18:0, 2-18:1)",C44H86NO8P,lp
C18:0,s_3707,"phosphatidylethanolamine (1-18:0, 2-16:1)",C39H76NO8P,lp
C18:0,s_3742,C18:0 chain,C18H36O2,c
C18:1,s_1260,oleate,C18H33O2,c
C18:1,s_1293,palmitoleate,C16H29O2,c
C18:1,s_1295,palmitoleate,C16H29O2,e
C18:1,s_1298,palmitoleate,C16H29O2,p
C18:1,s_2826,oleate,C18H33O2,e
C18:1,s_2837,palmitoleate,C16H29O2,erm
C18:1,s_2839,oleate,C18H33O2,erm
C18:1,s_2848,palmitoleate,C16H29O2,lp
C18:1,s_2852,oleate,C18H33O2,lp
C18:1,s_2855,oleate,C18H33O2,p
C18:1,s_2938,1-acyl-sn-glycerol 3-phosphate (18:1),C21H41O7P,erm
C18:1,s_2943,acylglycerone phosphate (18:1),C21H39O7P,erm
C18:1,s_2947,1-acyl-sn-glycerol 3-phosphate (18:1),C21H41O7P,lp
C18:1,s_2951,acylglycerone phosphate (18:1),C21H39O7P,lp
C18:1,s_2955,"phosphatidate (1-16:0, 2-18:1)",C37H71O8P,erm
C18:1,s_2957,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,erm
C18:1,s_2959,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,erm
C18:1,s_2960,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,erm
C18:1,s_2961,"phosphatidate (1-18:1, 2-18:1)",C39H73O8P,erm
C18:1,s_2962,"phosphatidate (1-16:0, 2-18:1)",C37H71O8P,lp
C18:1,s_2963,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,lp
C18:1,s_2964,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,lp
C18:1,s_2965,"phosphatidate (1-18:1, 2-18:1)",C39H73O8P,lp
C18:1,s_2968,"diglyceride (1-16:0, 2-18:1)",C37H70O5,erm
C18:1,s_2970,"diglyceride (1-16:1, 2-18:1)",C37H68O5,erm
C18:1,s_2972,"diglyceride (1-18:0, 2-18:1)",C39H74O5,erm
C18:1,s_2973,"diglyceride (1-18:1, 2-16:1)",C37H68O5,erm
C18:1,s_2974,"diglyceride (1-18:1, 2-18:1)",C39H72O5,erm
C18:1,s_2979,"phosphatidate (1-16:0, 2-18:1)",C37H71O8P,vm
C18:1,s_2980,"diglyceride (1-16:0, 2-18:1)",C37H70O5,vm
C18:1,s_2983,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,vm
C18:1,s_2984,"diglyceride (1-16:1, 2-18:1)",C37H68O5,vm
C18:1,s_2987,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,vm
C18:1,s_2988,"diglyceride (1-18:0, 2-18:1)",C39H74O5,vm
C18:1,s_2989,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,vm
C18:1,s_2990,"diglyceride (1-18:1, 2-16:1)",C37H68O5,vm
C18:1,s_2991,"phosphatidate (1-18:1, 2-18:1)",C39H73O8P,vm
C18:1,s_2992,"diglyceride (1-18:1, 2-18:1)",C39H72O5,vm
C18:1,s_2997,"phosphatidate (1-16:0, 2-18:1)",C37H71O8P,gm
C18:1,s_2998,"diglyceride (1-16:0, 2-18:1)",C37H70O5,gm
C18:1,s_3001,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,gm
C18:1,s_3002,"diglyceride (1-16:1, 2-18:1)",C37H68O5,gm
C18:1,s_3005,"phosphatidate (1-18:0, 2-18:1)",C39H75O8P,gm
C18:1,s_3006,"diglyceride (1-18:0, 2-18:1)",C39H74O5,gm
C18:1,s_3007,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,gm
C18:1,s_3008,"diglyceride (1-18:1, 2-16:1)",C37H68O5,gm
C18:1,s_3009,"phosphatidate (1-18:1, 2-18:1)",C39H73O8P,gm
C18:1,s_3010,"diglyceride (1-18:1, 2-18:1)",C39H72O5,gm
C18:1,s_3012,"triglyceride (1-16:0, 2-18:1, 3-16:0)",C53H100O6,erm
C18:1,s_3014,"triglyceride (1-16:1, 2-18:1, 3-16:0)",C53H98O6,erm
C18:1,s_3016,"triglyceride (1-18:0, 2-18:1, 3-16:0)",C55H104O6,erm
C18:1,s_3017,"triglyceride (1-18:1, 2-16:1, 3-16:0)",C53H98O6,erm
C18:1,s_3018,"triglyceride (1-18:1, 2-18:1, 3-16:0)",C55H102O6,erm
C18:1,s_3020,"triglyceride (1-16:0, 2-18:1, 3-16:1)",C53H98O6,erm
C18:1,s_3022,"triglyceride (1-16:1, 2-18:1, 3-16:1)",C53H96O6,erm
C18:1,s_3024,"triglyceride (1-18:0, 2-18:1, 3-16:1)",C55H102O6,erm
C18:1,s_3025,"triglyceride (1-18:1, 2-16:1, 3-16:1)",C53H96O6,erm
C18:1,s_3026,"triglyceride (1-18:1, 2-18:1, 3-16:1)",C55H100O6,erm
C18:1,s_3028,"triglyceride (1-16:0, 2-18:1, 3-18:0)",C55H104O6,erm
C18:1,s_3030,"triglyceride (1-16:1, 2-18:1, 3-18:0)",C55H102O6,erm
C18:1,s_3032,"triglyceride (1-18:0, 2-18:1, 3-18:0)",C57H108O6,erm
C18:1,s_3033,"triglyceride (1-18:1, 2-16:1, 3-18:0)",C55H102O6,erm
C18:1,s_3034,"triglyceride (1-18:1, 2-18:1, 3-18:0)",C57H106O6,erm
C18:1,s_3035,"triglyceride (1-16:0, 2-16:1, 3-18:1)",C53H98O6,erm
C18:1,s_3036,"triglyceride (1-16:0, 2-18:1, 3-18:1)",C55H102O6,erm
C18:1,s_3037,"triglyceride (1-16:1, 2-16:1, 3-18:1)",C53H96O6,erm
C18:1,s_3038,"triglyceride (1-16:1, 2-18:1, 3-18:1)",C55H100O6,erm
C18:1,s_3039,"triglyceride (1-18:0, 2-16:1, 3-18:1)",C55H102O6,erm
C18:1,s_3040,"triglyceride (1-18:0, 2-18:1, 3-18:1)",C57H106O6,erm
C18:1,s_3041,"triglyceride (1-18:1, 2-16:1, 3-18:1)",C55H100O6,erm
C18:1,s_3042,"triglyceride (1-18:1, 2-18:1, 3-18:1)",C57H104O6,erm
C18:1,s_3045,"diglyceride (1-16:0, 2-18:1)",C37H70O5,lp
C18:1,s_3046,"triglyceride (1-16:0, 2-18:1, 3-16:0)",C53H100O6,lp
C18:1,s_3049,"diglyceride (1-16:1, 2-18:1)",C37H68O5,lp
C18:1,s_3050,"triglyceride (1-16:1, 2-18:1, 3-16:0)",C53H98O6,lp
C18:1,s_3053,"diglyceride (1-18:0, 2-18:1)",C39H74O5,lp
C18:1,s_3054,"triglyceride (1-18:0, 2-18:1, 3-16:0)",C55H104O6,lp
C18:1,s_3055,"diglyceride (1-18:1, 2-16:1)",C37H68O5,lp
C18:1,s_3056,"triglyceride (1-18:1, 2-16:1, 3-16:0)",C53H98O6,lp
C18:1,s_3057,"diglyceride (1-18:1, 2-18:1)",C39H72O5,lp
C18:1,s_3058,"triglyceride (1-18:1, 2-18:1, 3-16:0)",C55H102O6,lp
C18:1,s_3060,"triglyceride (1-16:0, 2-18:1, 3-16:1)",C53H98O6,lp
C18:1,s_3062,"triglyceride (1-16:1, 2-18:1, 3-16:1)",C53H96O6,lp
C18:1,s_3064,"triglyceride (1-18:0, 2-18:1, 3-16:1)",C55H102O6,lp
C18:1,s_3065,"triglyceride (1-18:1, 2-16:1, 3-16:1)",C53H96O6,lp
C18:1,s_3066,"triglyceride (1-18:1, 2-18:1, 3-16:1)",C55H100O6,lp
C18:1,s_3068,"triglyceride (1-16:0, 2-18:1, 3-18:0)",C55H104O6,lp
C18:1,s_3070,"triglyceride (1-16:1, 2-18:1, 3-18:0)",C55H102O6,lp
C18:1,s_3072,"triglyceride (1-18:0, 2-18:1, 3-18:0)",C57H108O6,lp
C18:1,s_3073,"triglyceride (1-18:1, 2-16:1, 3-18:0)",C55H102O6,lp
C18:1,s_3074,"triglyceride (1-18:1, 2-18:1, 3-18:0)",C57H106O6,lp
C18:1,s_3075,"triglyceride (1-16:0, 2-16:1, 3-18:1)",C53H98O6,lp
C18:1,s_3076,"triglyceride (1-16:0, 2-18:1, 3-18:1)",C55H102O6,lp
C18:1,s_3077,"triglyceride (1-16:1, 2-16:1, 3-18:1)",C53H96O6,lp
C18:1,s_3078,"triglyceride (1-16:1, 2-18:1, 3-18:1)",C55H100O6,lp
C18:1,s_3079,"triglyceride (1-18:0, 2-16:1, 3-18:1)",C55H102O6,lp
C18:1,s_3080,"triglyceride (1-18:0, 2-18:1, 3-18:1)",C57H106O6,lp
C18:1,s_3081,"triglyceride (1-18:1, 2-16:1, 3-18:1)",C55H100O6,lp
C18:1,s_3082,"triglyceride (1-18:1, 2-18:1, 3-18:1)",C57H104O6,lp
C18:1,s_3087,"CDP-diacylglycerol (1-18:1, 2-16:1)",C46H81N3O15P2,erm
C18:1,s_3088,"CDP-diacylglycerol (1-16:0, 2-18:1)",C46H83N3O15P2,erm
C18:1,s_3089,"CDP-diacylglycerol (1-16:1, 2-18:1)",C46H81N3O15P2,erm
C18:1,s_3090,"CDP-diacylglycerol (1-18:0, 2-18:1)",C48H87N3O15P2,erm
C18:1,s_3091,"CDP-diacylglycerol (1-18:1, 2-18:1)",C48H85N3O15P2,erm
C18:1,s_3101,"phosphatidate (1-18:1, 2-16:1)",C37H69O8P,mm
C18:1,s_3102,"CDP-diacylglycerol (1-18:1, 2-16:1)",C46H81N3O15P2,mm
C18:1,s_3103,"phosphatidate (1-16:0, 2-18:1)",C37H71O8P,mm
C18:1,s_3104,"CDP-diacylglycerol (1-16:0, 2-18:1)",C46H83N3O15P2,mm
C18:1,s_3105,"phosphatidate (1-16:1, 2-18:1)",C37H69O8P,mm
C18:1,s_3106,"CDP-diacylglycerol (1-16:1, 2-18:1)",C46H81N3O15P2,mm
C18:1,s_3112,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,erm
C18:1,s_3113,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,erm
C18:1,s_3114,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,erm
C18:1,s_3115,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,erm
C18:1,s_3116,"phosphatidyl-L-serine (1-18:1, 2-18:1)",C42H78NO10P,erm
C18:1,s_3121,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,erm
C18:1,s_3122,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)",C43H81O13P,erm
C18:1,s_3123,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,erm
C18:1,s_3124,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)",C45H85O13P,erm
C18:1,s_3125,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)",C45H83O13P,erm
C18:1,s_3127,sn-2-acyl-1-lysophosphatidylinositol (18:1),C27H51O12P,erm
C18:1,s_3135,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,mm
C18:1,s_3136,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,mm
C18:1,s_3137,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,mm
C18:1,s_3138,"phosphatidylethanolamine (1-16:0, 2-18:1)",C39H76NO8P,mm
C18:1,s_3139,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,mm
C18:1,s_3140,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,mm
C18:1,s_3141,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,mm
C18:1,s_3142,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,mm
C18:1,s_3143,"phosphatidyl-L-serine (1-18:1, 2-18:1)",C42H78NO10P,mm
C18:1,s_3144,"phosphatidylethanolamine (1-18:1, 2-18:1)",C41H78NO8P,mm
C18:1,s_3153,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,gm
C18:1,s_3154,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,gm
C18:1,s_3155,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,gm
C18:1,s_3156,"phosphatidylethanolamine (1-16:0, 2-18:1)",C39H76NO8P,gm
C18:1,s_3157,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,gm
C18:1,s_3158,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,gm
C18:1,s_3159,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,gm
C18:1,s_3160,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,gm
C18:1,s_3161,"phosphatidyl-L-serine (1-18:1, 2-18:1)",C42H78NO10P,gm
C18:1,s_3162,"phosphatidylethanolamine (1-18:1, 2-18:1)",C41H78NO8P,gm
C18:1,s_3171,"phosphatidyl-L-serine (1-18:1, 2-16:1)",C40H74NO10P,vm
C18:1,s_3172,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,vm
C18:1,s_3173,"phosphatidyl-L-serine (1-16:0, 2-18:1)",C40H76NO10P,vm
C18:1,s_3174,"phosphatidylethanolamine (1-16:0, 2-18:1)",C39H76NO8P,vm
C18:1,s_3175,"phosphatidyl-L-serine (1-16:1, 2-18:1)",C40H74NO10P,vm
C18:1,s_3176,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,vm
C18:1,s_3177,"phosphatidyl-L-serine (1-18:0, 2-18:1)",C42H80NO10P,vm
C18:1,s_3178,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,vm
C18:1,s_3179,"phosphatidyl-L-serine (1-18:1, 2-18:1)",C42H78NO10P,vm
C18:1,s_3180,"phosphatidylethanolamine (1-18:1, 2-18:1)",C41H78NO8P,vm
C18:1,s_3189,"phosphatidylethanolamine (1-18:1, 2-16:1)",C39H74NO8P,erm
C18:1,s_3190,"phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)",C40H76NO8P,erm
C18:1,s_3191,"phosphatidylethanolamine (1-16:0, 2-18:1)",C39H76NO8P,erm
C18:1,s_3192,"phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)",C40H78NO8P,erm
C18:1,s_3193,"phosphatidylethanolamine (1-16:1, 2-18:1)",C39H74NO8P,erm
C18:1,s_3194,"phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)",C40H76NO8P,erm
C18:1,s_3195,"phosphatidylethanolamine (1-18:0, 2-18:1)",C41H80NO8P,erm
C18:1,s_3196,"phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)",C42H82NO8P,erm
C18:1,s_3197,"phosphatidylethanolamine (1-18:1, 2-18:1)",C41H78NO8P,erm
C18:1,s_3198,"phosphatidyl-N-methylethanolamine (1-18:1, 2-18:1)",C42H80NO8P,erm
C18:1,s_3202,"phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1)",C41H78NO8P,erm
C18:1,s_3203,"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-18:1)",C41H80NO8P,erm
C18:1,s_3204,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1)",C41H78NO8P,erm
C18:1,s_3205,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1)",C43H84NO8P,erm
C18:1,s_3206,"phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-18:1)",C43H82NO8P,erm
C18:1,s_3210,"phosphatidylcholine (1-18:1, 2-16:1)",C42H80NO8P,erm
C18:1,s_3211,"phosphatidylcholine (1-16:0, 2-18:1)",C42H82NO8P,erm
C18:1,s_3212,"phosphatidylcholine (1-16:1, 2-18:1)",C42H80NO8P,erm
C18:1,s_3213,"phosphatidylcholine (1-18:0, 2-18:1)",C44H86NO8P,erm
C18:1,s_3214,"phosphatidylcholine (1-18:1, 2-18:1)",C44H84NO8P,erm
C18:1,s_3223,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)",C40H76O13P2,mm
C18:1,s_3224,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)",C40H78O13P2,mm
C18:1,s_3225,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)",C40H76O13P2,mm
C18:1,s_3231,"phosphatidylglycerol (1-18:1, 2-16:1)",C40H75O10P,mm
C18:1,s_3232,"phosphatidylglycerol (1-16:0, 2-18:1)",C40H77O10P,mm
C18:1,s_3233,"phosphatidylglycerol (1-16:1, 2-18:1)",C40H75O10P,mm
C18:1,s_3237,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)",C75H140O17P2,mm
C18:1,s_3238,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)",C75H142O17P2,mm
C18:1,s_3239,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)",C75H140O17P2,mm
C18:1,s_3243,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)",C75H138O17P2,mm
C18:1,s_3244,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)",C75H140O17P2,mm
C18:1,s_3245,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)",C75H138O17P2,mm
C18:1,s_3249,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)",C77H144O17P2,mm
C18:1,s_3250,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)",C77H146O17P2,mm
C18:1,s_3251,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)",C77H144O17P2,mm
C18:1,s_3252,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)",C75H140O17P2,mm
C18:1,s_3253,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)",C75H138O17P2,mm
C18:1,s_3254,"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)",C77H144O17P2,mm
C18:1,s_3255,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)",C77H142O17P2,mm
C18:1,s_3256,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)",C77H144O17P2,mm
C18:1,s_3257,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)",C77H142O17P2,mm
C18:1,s_3258,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)",C75H142O17P2,mm
C18:1,s_3259,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)",C75H140O17P2,mm
C18:1,s_3260,"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)",C77H146O17P2,mm
C18:1,s_3261,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)",C77H144O17P2,mm
C18:1,s_3262,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)",C77H146O17P2,mm
C18:1,s_3263,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)",C77H144O17P2,mm
C18:1,s_3264,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)",C75H140O17P2,mm
C18:1,s_3265,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)",C75H138O17P2,mm
C18:1,s_3266,"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)",C77H144O17P2,mm
C18:1,s_3267,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)",C77H142O17P2,mm
C18:1,s_3268,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)",C77H144O17P2,mm
C18:1,s_3269,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)",C77H142O17P2,mm
C18:1,s_3274,"monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)",C59H110O16P2,mm
C18:1,s_3275,"monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)",C59H112O16P2,mm
C18:1,s_3276,"monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)",C59H110O16P2,mm
C18:1,s_3278,"monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)",C59H112O16P2,mm
C18:1,s_3279,"monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)",C59H110O16P2,mm
C18:1,s_3280,"monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)",C61H116O16P2,mm
C18:1,s_3281,"monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)",C61H114O16P2,mm
C18:1,s_3282,"monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)",C61H116O16P2,mm
C18:1,s_3283,"monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)",C61H114O16P2,mm
C18:1,s_3285,"monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)",C59H112O16P2,mm
C18:1,s_3287,"monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)",C59H110O16P2,mm
C18:1,s_3289,"monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)",C61H116O16P2,mm
C18:1,s_3290,"monolysocardiolipin (1-18:1, 2-16:1, 4-16:1)",C59H110O16P2,mm
C18:1,s_3291,"monolysocardiolipin (1-18:1, 2-16:1, 4-18:1)",C61H114O16P2,mm
C18:1,s_3292,"monolysocardiolipin (1-16:0, 2-18:1, 4-16:1)",C59H112O16P2,mm
C18:1,s_3293,"monolysocardiolipin (1-16:0, 2-18:1, 4-18:1)",C61H116O16P2,mm
C18:1,s_3294,"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)",C59H110O16P2,mm
C18:1,s_3295,"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)",C61H114O16P2,mm
C18:1,s_3302,"phosphatidylcholine (1-18:1, 2-16:1)",C42H80NO8P,mm
C18:1,s_3303,1-acylglycerophosphocholine (18:1),C26H52NO7P,mm
C18:1,s_3304,"phosphatidylcholine (1-16:0, 2-18:1)",C42H82NO8P,mm
C18:1,s_3305,"phosphatidylcholine (1-16:1, 2-18:1)",C42H80NO8P,mm
C18:1,s_3306,"phosphatidylcholine (1-18:0, 2-18:1)",C44H86NO8P,mm
C18:1,s_3307,"phosphatidylcholine (1-18:1, 2-18:1)",C44H84NO8P,mm
C18:1,s_3308,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)",C77H144O17P2,mm
C18:1,s_3309,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)",C77H142O17P2,mm
C18:1,s_3310,"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)",C79H148O17P2,mm
C18:1,s_3311,"cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)",C79H146O17P2,mm
C18:1,s_3312,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)",C79H148O17P2,mm
C18:1,s_3313,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)",C79H146O17P2,mm
C18:1,s_3314,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)",C77H144O17P2,mm
C18:1,s_3315,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)",C77H142O17P2,mm
C18:1,s_3316,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)",C79H148O17P2,mm
C18:1,s_3317,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1)",C79H146O17P2,mm
C18:1,s_3318,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1)",C79H148O17P2,mm
C18:1,s_3319,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)",C79H146O17P2,mm
C18:1,s_3330,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)",C43H79O13P,ce
C18:1,s_3331,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)",C43H80O16P2,ce
C18:1,s_3332,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)",C43H81O13P,ce
C18:1,s_3333,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)",C43H82O16P2,ce
C18:1,s_3334,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)",C43H79O13P,ce
