target,partner,epsilon,p_value
YLR313C,YDR379W,0.0451,1.504e-67
YLR313C,YDR381C-A,-0.0616,0.2598
YLR313C,YDR382W,0.0167,0.2872
YLR313C,YDR383C,-0.0206,0.3419
YLR313C,YDR385W,0.0267,0.1947
YLR313C,YDR386W,0.0262,0.06015
YLR313C,YDR387C,-0.0188,0.4083
YLR313C,YDR388W,0.0209,0.3214
YLR313C,YDR389W,-0.0612,0.02784
YLR313C,YDR391C,-0.0013,0.4885
YLR313C,YDR392W,-0.0059,0.4402
YLR313C,YDR393W,0.0083,0.4467
YLR313C,YDR395W,-0.006,0.4685
YLR313C,YDR399W,-0.0117,0.2796
YLR313C,YDR400W,0.0064,0.4685
YLR313C,YDR402C,-0.0029,0.4835
YLR313C,YDR403W,-0.0065,0.4505
YLR313C,YDR405W,0.059,0.1341
YLR313C,YDR406W,0.0034,0.4622
YLR313C,YDR408C,-0.0334,0.3233
YLR313C,YDR409W,0.0188,0.3584
YLR313C,YDR414C,-0.0234,0.2194
YLR313C,YDR415C,0.0029,0.4787
YLR313C,YDR418W,0.0109,0.4121
YLR313C,YDR419W,0.0598,0.1346
YLR313C,YDR420W,-0.001,0.495
YLR313C,YDR421W,0.0171,0.2686
YLR313C,YDR422C,-0.0205,0.2033
YLR313C,YDR423C,-0.0306,0.1908
YLR313C,YDR424C,0.0425,0.08414
YLR313C,YDR428C,-0.0405,3.265e-06
YLR313C,YDR430C,0.0086,0.4098
YLR313C,YDR435C,-0.0407,0.3867
YLR313C,YDR438W,-0.0153,0.3766
YLR313C,YDR439W,-0.0073,0.4354
YLR313C,YDR440W,0.061,0.05305
YLR313C,YDR443C,-0.0261,0.3353
YLR313C,YDR447C,0.0028,0.4659
YLR313C,YDR448W,-0.0044,0.4466
YLR313C,YDR450W,0.0639,0.1712
YLR313C,YDR451C,0.0489,0.2596
YLR313C,YDR452W,-0.0198,0.3653
YLR313C,YDR453C,-0.0357,0.1844
YLR313C,YDR456W,0.0117,0.3819
YLR313C,YDR457W,-0.0289,0.3645
YLR313C,YDR459C,0.011,0.3908
YLR313C,YDR465C,-0.0231,0.3674
YLR313C,YDR466W,-0.042,0.1124
YLR313C,YDR469W,-0.0374,0.3227
YLR313C,YDR470C,-0.0073,0.1754
YLR313C,YDR471W,-0.0666,0.000185
YLR313C,YDR477W,0.0115,0.1334
YLR313C,YDR479C,-0.0364,0.2101
YLR313C,YDR480W,0.0378,0.08153
YLR313C,YDR482C,-0.0693,0.2672
YLR313C,YDR483W,0.0118,0.286
YLR313C,YDR484W,-0.0447,0.3669
YLR313C,YDR484W,0.0035,0.4611
YLR313C,YDR485C,0.0528,0.06091
YLR313C,YDR486C,-0.0083,0.4653
YLR313C,YDR488C,0.0336,0.242
YLR313C,YDR490C,0.0023,0.4794
YLR313C,YDR492W,-0.0079,0.4173
YLR313C,YDR493W,-0.014,0.3942
YLR313C,YDR494W,0.0321,0.1248
YLR313C,YDR495C,0.0156,0.3029
YLR313C,YDR496C,-0.0585,0.2586
YLR313C,YDR497C,0.0138,0.2787
YLR313C,YDR500C,0.0176,0.4129
YLR313C,YDR501W,0.004,0.4698
YLR313C,YDR502C,-0.0307,0.2458
YLR313C,YDR506C,0.0173,0.06336
YLR313C,YDR507C,-0.0021,0.4874
YLR313C,YDR508C,-0.0218,0.3646
YLR313C,YDR511W,0.0223,0.2765
YLR313C,YDR512C,-0.0661,0.2053
YLR313C,YDR513W,0.0147,0.3459
YLR313C,YDR514C,-0.0132,0.412
YLR313C,YDR515W,-0.0009,0.4909
YLR313C,YDR517W,-0.0227,0.3845
YLR313C,YDR518W,0.1685,0.07869
YLR313C,YDR520C,0.0121,0.0321
YLR313C,YDR522C,0.0227,0.279
YLR313C,YDR523C,-0.0189,0.3142
YLR313C,YDR524C-B,-0.0857,0.03471
YLR313C,YDR524C,0.0603,0.01052
YLR313C,YDR524W-C,-0.0387,0.2265
YLR313C,YDR525W-A,0.0007,0.4926
YLR313C,YDR528W,0.0586,0.2183
YLR313C,YDR529C,0.0187,0.3905
YLR313C,YDR530C,-0.0364,0.1828
YLR313C,YDR533C,0.0399,0.09061
YLR313C,YDR534C,-0.0077,0.09249
YLR313C,YDR536W,0.0089,0.3185
YLR313C,YDR538W,0.0203,3.997e-05
YLR313C,YDR539W,0.0146,0.2746
YLR313C,YDR540C,-0.0917,0.2083
YLR313C,YDR541C,-0.0289,0.3097
YLR313C,YDR542W,0.026,0.2041
YLR313C,YEL001C,0.0056,0.3974
YLR313C,YEL003W,0.0032,0.4606
YLR313C,YEL004W,-0.004,0.4865
YLR313C,YEL006W,0.0149,0.3348
YLR313C,YEL009C,-0.006,0.4717
YLR313C,YEL011W,0.0093,0.4244
YLR313C,YEL012W,0.0,0.4998
YLR313C,YEL013W,0.0106,0.4374
YLR313C,YEL013W,0.0318,0.037
YLR313C,YEL015W,0.025,0.0009953
YLR313C,YEL016C,-0.0019,0.4833
YLR313C,YEL017C-A,-0.0076,0.4105
YLR313C,YEL017W,0.0398,0.3524
YLR313C,YEL018W,0.0152,0.3668
YLR313C,YEL020C,0.0648,4.982e-08
YLR313C,YEL023C,0.0011,0.4859
YLR313C,YEL025C,0.0366,0.03195
YLR313C,YEL027W,-0.001,0.4909
YLR313C,YEL030W,-0.0357,0.2454
YLR313C,YEL031W,-0.0307,0.2856
YLR313C,YEL036C,-0.2164,1.026e-15
YLR313C,YEL037C,-0.0355,0.1393
YLR313C,YEL038W,-0.015,0.4143
YLR313C,YEL040W,0.0109,0.3358
YLR313C,YEL041W,0.0065,0.4516
YLR313C,YEL042W,0.0201,0.2307
YLR313C,YEL043W,-0.046,0.3006
YLR313C,YEL047C,0.037,2.042e-05
YLR313C,YEL048C,0.0596,0.007287
YLR313C,YEL049W,-0.0094,0.417
YLR313C,YEL050C,-0.0899,0.23
YLR313C,YEL051W,-0.0211,0.387
YLR313C,YEL052W,0.0136,0.3339
YLR313C,YEL053C,-0.0246,0.1955
YLR313C,YEL057C,0.0991,0.0001343
YLR313C,YEL060C,0.0508,0.1536
YLR313C,YEL061C,-0.0161,0.3598
YLR313C,YEL062W,-0.0123,0.4096
YLR313C,YEL065W,0.0022,0.4629
YLR313C,YEL066W,0.003,0.3828
YLR313C,YEL069C,0.0109,0.3869
YLR313C,YEL070W,-0.1187,0.01705
YLR313C,YEL071W,-0.0021,0.4821
YLR313C,YEL072W,-0.003,0.4679
YLR313C,YER001W,-0.0059,0.3336
YLR313C,YER002W,0.0128,0.2748
YLR313C,YER004W,-0.0117,0.2412
YLR313C,YER005W,0.021,0.4013
YLR313C,YER007C-A,0.0069,0.4295
YLR313C,YER007W,0.0305,0.3261
YLR313C,YER010C,-0.0113,0.3235
YLR313C,YER011W,0.015,0.3482
YLR313C,YER014C-A,0.0332,0.3429
YLR313C,YER015W,-0.0029,0.4498
YLR313C,YER016W,-0.0097,0.4618
YLR313C,YER017C,0.0317,0.3042
YLR313C,YER019C-A,-0.0097,0.4269
YLR313C,YER019W,0.0442,0.1245
YLR313C,YER024W,-0.0927,0.04234
YLR313C,YER027C,-0.0215,0.1819
YLR313C,YER030W,-0.048,0.04409
YLR313C,YER031C,-0.0392,0.152
YLR313C,YER032W,-0.0208,0.3699
YLR313C,YER033C,-0.0292,0.2763
YLR313C,YER035W,0.0102,0.4075
YLR313C,YER037W,-0.017,0.319
YLR313C,YER039C-A,-0.0785,0.1673
YLR313C,YER039C,-0.079,0.2281
YLR313C,YER040W,0.0099,0.186
YLR313C,YER042W,0.0124,0.4152
YLR313C,YER045C,0.0326,0.1486
YLR313C,YER047C,-0.0222,0.1289
YLR313C,YER048C,-0.0157,0.3931
YLR313C,YER049W,-0.0392,0.3076
YLR313C,YER052C,0.0119,0.4077
YLR313C,YER053C-A,0.0119,0.4332
YLR313C,YER054C,0.0273,0.2121
YLR313C,YER057C,0.0014,0.4877
YLR313C,YER058W,0.0529,0.2724
YLR313C,YER059W,-0.0033,0.4692
YLR313C,YER060W-A,0.034,0.3251
YLR313C,YER060W,0.0337,0.1646
YLR313C,YER061C,0.0046,0.4658
YLR313C,YER062C,-0.0029,0.3131
YLR313C,YER071C,-0.0245,0.02851
YLR313C,YER072W,0.0107,0.447
YLR313C,YER073W,0.014,0.3773
YLR313C,YER074W,0.0162,0.3329
YLR313C,YER075C,-0.0053,0.4732
YLR313C,YER077C,-0.0086,0.3985
YLR313C,YER078C,-0.0373,0.3159
YLR313C,YER079W,0.0035,0.4885
YLR313C,YER081W,-0.0411,0.2033
YLR313C,YER083C,0.0031,0.4737
YLR313C,YER085C,-0.0077,0.4638
YLR313C,YER086W,0.0064,0.2489
YLR313C,YER087C-B,-0.0053,0.399
YLR313C,YER088C,-0.0577,0.2804
YLR313C,YER089C,-0.0135,0.3952
YLR313C,YER090W,-0.0124,0.3311
YLR313C,YER092W,0.0018,0.4918
YLR313C,YER095W,0.0808,0.0005212
YLR313C,YER096W,0.0276,0.3603
YLR313C,YER099C,-0.0586,0.2529
YLR313C,YER100W,-0.0204,0.4162
YLR313C,YER101C,0.1143,0.1095
YLR313C,YER102W,-0.0019,0.4883
YLR313C,YER103W,-0.0272,0.3023
YLR313C,YER105C,-0.0301,0.3221
YLR313C,YER106W,0.0196,0.3748
YLR313C,YER107C,0.0285,0.2448
YLR313C,YER110C,0.0402,0.00525
YLR313C,YER111C,-0.0222,0.3106
YLR313C,YER113C,0.0189,0.06912
YLR313C,YER114C,-0.0352,0.1359
YLR313C,YER115C,0.0413,0.005702
YLR313C,YER116C,0.0033,0.4667
YLR313C,YER117W,-0.0418,0.2782
YLR313C,YER118C,0.0052,0.4484
YLR313C,YER119C,-0.057,0.132
YLR313C,YER120W,-0.0168,0.3741
YLR313C,YER122C,-0.0863,0.172
YLR313C,YER122C,-0.1025,0.1154
YLR313C,YER123W,-0.0149,0.2742
YLR313C,YER124C,-0.0399,0.3452
YLR313C,YER128W,-0.0066,0.2498
YLR313C,YER129W,-0.0034,0.4498
YLR313C,YER130C,-0.0277,0.1685
YLR313C,YER132C,0.026,0.3489
YLR313C,YER134C,-0.2599,0.002744
YLR313C,YER137C,0.002,0.4232
YLR313C,YER139C,-0.0578,0.01043
YLR313C,YER142C,-0.0162,0.3714
YLR313C,YER143W,0.0375,0.2249
YLR313C,YER144C,0.0197,0.3856
YLR313C,YER145C,-0.0178,0.3315
YLR313C,YER151C,-0.0136,0.3518
YLR313C,YER152C,-0.032,0.3155
YLR313C,YER153C,-0.0247,0.2445
YLR313C,YER154W,0.0206,0.3066
YLR313C,YER155C,-0.048,0.05429
YLR313C,YER156C,-0.0433,0.309
YLR313C,YER158C,-0.0254,0.3455
YLR313C,YER161C,0.0429,0.2121
YLR313C,YER162C,0.0148,0.3778
YLR313C,YER163C,-0.0549,0.1788
YLR313C,YER164W,-0.0032,0.4675
YLR313C,YER167W,0.0286,0.2607
YLR313C,YER169W,0.0331,0.3799
YLR313C,YER170W,-0.0807,0.1428
YLR313C,YER173W,-0.1546,0.03412
YLR313C,YER174C,-0.0076,0.4717
YLR313C,YER175C,0.0465,0.3064
YLR313C,YER175W-A,0.0322,0.1131
YLR313C,YER177W,0.0799,0.0482
YLR313C,YER178W,-0.0098,0.3618
YLR313C,YER179W,-0.0816,0.2749
YLR313C,YER180C-A,-0.0252,0.2645
YLR313C,YER180C,-0.0122,0.4447
YLR313C,YER183C,-0.013,0.4339
YLR313C,YER187W,-0.1018,0.2736
YLR313C,YER188C-A,-0.0151,0.415
YLR313C,YFL001W,-0.0342,0.2787
YLR313C,YFL003C,0.1598,0.08802
YLR313C,YFL007W,0.004,0.4559
YLR313C,YFL010C,0.0032,0.4767
YLR313C,YFL010W-A,0.0113,1.154e-05
YLR313C,YFL011W,-0.0017,0.4869
YLR313C,YFL012W,-0.0118,0.4244
YLR313C,YFL013C,-0.0202,0.3648
YLR313C,YFL014W,0.0012,0.4933
YLR313C,YFL018C,-0.1065,0.07872
YLR313C,YFL020C,0.0067,0.456
YLR313C,YFL021W,0.0168,0.4086
YLR313C,YFL023W,-0.0221,0.3459
YLR313C,YFL025C,-0.0115,0.4113
YLR313C,YFL027C,-0.0062,0.4185
YLR313C,YFL028C,0.0159,0.3191
YLR313C,YFL031W,0.0022,0.4879
YLR313C,YFL033C,0.0167,0.409
YLR313C,YFL034W,-0.0294,0.3069
YLR313C,YFL036W,0.0299,0.4388
YLR313C,YFL040W,0.0027,0.4659
YLR313C,YFL041W,0.0304,0.3355
YLR313C,YFL042C,-0.0403,0.3857
YLR313C,YFL044C,-0.0434,0.2579
YLR313C,YFL047W,-0.0075,0.4689
YLR313C,YFL049W,0.049,5.55e-41
YLR313C,YFL051C,0.0139,0.4032
YLR313C,YFL052W,-0.0374,0.3201
YLR313C,YFL054C,-0.1586,0.1281
YLR313C,YFL057C,-0.0117,0.2881
YLR313C,YFL058W,-0.0306,0.1804
YLR313C,YFL060C,-0.0124,0.4331
YLR313C,YFL061W,0.0134,0.3046
YLR313C,YFL064C,-0.0243,0.3605
YLR313C,YFR001W,0.0371,0.0905
YLR313C,YFR006W,-0.0455,0.2436
YLR313C,YFR007W,-0.0026,0.49
YLR313C,YFR008W,0.0038,0.4689
YLR313C,YFR009W,0.0513,0.009654
YLR313C,YFR010W,0.0063,0.4059
YLR313C,YFR011C,-0.0114,0.4347
YLR313C,YFR012W,-0.0198,0.388
YLR313C,YFR013W,-0.0811,0.1289
YLR313C,YFR014C,-0.0189,0.1576
YLR313C,YFR015C,-0.01,0.4266
YLR313C,YFR016C,0.0011,0.492
YLR313C,YFR018C,0.0453,0.07281
YLR313C,YFR019W,0.0379,0.2793
YLR313C,YFR021W,-0.0183,0.3263
YLR313C,YFR023W,-0.0134,0.4251
YLR313C,YFR024C-A,-0.0168,0.3542
YLR313C,YFR026C,-0.0123,0.4066
YLR313C,YFR031C-A,0.0097,0.4288
YLR313C,YFR032C-A,-0.0329,0.1274
YLR313C,YFR032C-B,-0.0437,0.2336
YLR313C,YFR032C,0.0177,0.2751
YLR313C,YFR034C,-0.0406,0.2591
YLR313C,YFR035C,0.009,0.4381
YLR313C,YFR038W,-0.0306,0.16
YLR313C,YFR039C,-0.0009,0.4971
YLR313C,YFR040W,-0.059,0.191
YLR313C,YFR044C,-0.0218,0.2786
YLR313C,YFR045W,-0.0034,0.4641
YLR313C,YFR046C,-0.0106,0.4364
YLR313C,YFR047C,-0.0317,0.2423
YLR313C,YFR048W,0.0384,0.2406
YLR313C,YFR049W,-0.0015,0.4857
YLR313C,YFR053C,0.0074,0.4512
YLR313C,YFR055W,0.0075,0.3875
YLR313C,YGL005C,-0.0046,0.4328
YLR313C,YGL006W,0.0244,0.1687
YLR313C,YGL007C-A,-0.0238,0.1638
YLR313C,YGL010W,-0.006,0.4685
YLR313C,YGL012W,-0.0093,0.4368
YLR313C,YGL013C,0.0969,0.03769
YLR313C,YGL014W,0.0032,0.4787
YLR313C,YGL016W,0.0145,0.4025
YLR313C,YGL019W,-0.0372,0.2909
YLR313C,YGL020C,0.0328,0.321
YLR313C,YGL021W,0.0164,0.3054
YLR313C,YGL023C,0.0017,0.4833
YLR313C,YGL027C,-0.0138,0.2286
YLR313C,YGL031C,0.0091,0.4403
YLR313C,YGL032C,-0.0554,0.02897
YLR313C,YGL033W,-0.0123,0.4541
YLR313C,YGL035C,-0.0479,0.08723
YLR313C,YGL036W,0.0712,0.2876
YLR313C,YGL037C,0.0161,0.4112
YLR313C,YGL043W,-0.0075,0.4003
YLR313C,YGL045W,0.0486,0.2691
YLR313C,YGL050W,-0.002,0.4839
YLR313C,YGL053W,-0.0849,0.1742
YLR313C,YGL054C,-0.0034,0.4702
YLR313C,YGL056C,-0.0014,0.4868
YLR313C,YGL057C,-0.0081,0.3955
YLR313C,YGL058W,-0.0558,0.04663
YLR313C,YGL059W,0.0121,0.4211
YLR313C,YGL060W,0.0889,3.231e-07
YLR313C,YGL062W,0.0075,0.3852
YLR313C,YGL063W,-0.0263,0.3242
YLR313C,YGL064C,-0.012,0.3316
YLR313C,YGL066W,0.0082,0.4436
YLR313C,YGL070C,-0.0063,0.3747
YLR313C,YGL071W,0.0091,0.4359
YLR313C,YGL077C,0.0193,0.2356
YLR313C,YGL078C,-0.0071,0.443
YLR313C,YGL079W,-0.018,0.1934
YLR313C,YGL080W,0.0664,0.06594
YLR313C,YGL081W,-0.0299,0.2694
YLR313C,YGL082W,-0.0489,0.289
YLR313C,YGL083W,-0.0198,0.2551
YLR313C,YGL084C,0.0147,0.3109
YLR313C,YGL085W,0.013,0.4088
YLR313C,YGL086W,0.0739,0.03485
YLR313C,YGL087C,-0.0115,0.3074
YLR313C,YGL094C,0.0003,0.4966
YLR313C,YGL095C,0.026,0.185
YLR313C,YGL096W,0.0148,0.1009
YLR313C,YGL100W,-0.0118,0.3767
YLR313C,YGL101W,0.017,0.1888
YLR313C,YGL104C,0.0145,0.3673
YLR313C,YGL105W,0.0003,0.4929
YLR313C,YGL107C,0.0644,0.3287
YLR313C,YGL108C,-0.0026,0.473
YLR313C,YGL110C,-0.0029,0.4661
YLR313C,YGL114W,0.0371,0.3088
YLR313C,YGL115W,-0.0047,0.4487
YLR313C,YGL117W,0.0461,0.05085
YLR313C,YGL119W,0.0219,0.3351
YLR313C,YGL121C,0.0216,0.2391
YLR313C,YGL124C,-0.0108,0.4261
YLR313C,YGL125W,0.0214,0.3007
YLR313C,YGL126W,0.0097,0.4459
YLR313C,YGL127C,-0.0282,0.2308
YLR313C,YGL133W,-0.0279,0.2815
YLR313C,YGL134W,0.018,0.246
YLR313C,YGL135W,0.0201,0.3847
YLR313C,YGL136C,0.0277,0.3141
YLR313C,YGL139W,-0.0132,0.4268
YLR313C,YGL140C,-0.079,0.002219
YLR313C,YGL141W,0.0644,0.007349
YLR313C,YGL143C,-0.004,0.4726
YLR313C,YGL144C,-0.0113,0.4177
YLR313C,YGL146C,0.0135,0.4041
YLR313C,YGL147C,0.0168,0.4115
YLR313C,YGL148W,0.0529,0.2286
YLR313C,YGL151W,0.014,0.3731
YLR313C,YGL153W,0.0367,0.2746
YLR313C,YGL157W,-0.023,0.3227
YLR313C,YGL158W,-0.001,0.4895
YLR313C,YGL159W,0.022,0.2869
YLR313C,YGL160W,0.0292,0.3686
YLR313C,YGL161C,-0.0093,0.3746
YLR313C,YGL162W,-0.0096,0.415
YLR313C,YGL163C,-0.0219,4.782e-15
YLR313C,YGL164C,0.0067,0.4426
YLR313C,YGL166W,0.0182,0.3078
YLR313C,YGL167C,0.0305,0.3052
YLR313C,YGL168W,-0.0013,0.4778
YLR313C,YGL170C,-0.0022,0.4901
YLR313C,YGL173C,-0.0303,0.1127
YLR313C,YGL174W,-0.0718,0.2033
YLR313C,YGL175C,-0.0114,0.361
YLR313C,YGL176C,-0.0016,0.4816
YLR313C,YGL178W,-0.0275,0.3369
YLR313C,YGL180W,-0.0597,0.219
YLR313C,YGL181W,-0.0005,0.495
YLR313C,YGL183C,-0.0314,0.04789
YLR313C,YGL184C,-0.0326,0.000709
YLR313C,YGL185C,-0.0095,0.4288
YLR313C,YGL186C,0.0437,0.3046
YLR313C,YGL187C,0.0059,0.4024
YLR313C,YGL188C-A,-0.0513,0.08526
YLR313C,YGL189C,-0.0823,0.0003023
YLR313C,YGL190C,-0.0329,0.158
YLR313C,YGL191W,-0.0307,1.19e-05
YLR313C,YGL194C,0.0457,0.2317
YLR313C,YGL195W,0.0772,0.04547
YLR313C,YGL196W,0.0498,0.1538
YLR313C,YGL197W,-0.0292,0.1444
YLR313C,YGL198W,-0.018,0.2882
YLR313C,YGL200C,-0.0361,0.3377
YLR313C,YGL202W,0.0336,0.127
YLR313C,YGL205W,-0.0413,0.2873
YLR313C,YGL208W,0.0318,0.3578
YLR313C,YGL209W,0.0247,0.3244
YLR313C,YGL211W,-0.0146,0.2968
YLR313C,YGL212W,-0.0018,0.4819
YLR313C,YGL215W,0.0101,0.4135
YLR313C,YGL216W,-0.0143,0.4461
YLR313C,YGL219C,-0.1135,0.06779
YLR313C,YGL220W,0.0201,0.228
YLR313C,YGL221C,-0.0139,0.3632
YLR313C,YGL222C,0.1002,0.1126
YLR313C,YGL224C,0.0186,0.3605
YLR313C,YGL226W,0.0114,0.4383
YLR313C,YGL227W,-0.0198,0.3431
YLR313C,YGL228W,0.0144,1.101e-09
YLR313C,YGL229C,0.0265,0.05717
YLR313C,YGL231C,0.0013,0.4855
YLR313C,YGL232W,0.0479,0.1787
YLR313C,YGL236C,-0.0169,0.3707
YLR313C,YGL237C,-0.0071,0.3724
YLR313C,YGL240W,-0.0146,0.4449
YLR313C,YGL241W,-0.0316,0.3505
YLR313C,YGL242C,-0.053,0.1897
YLR313C,YGL243W,0.0321,0.1926
YLR313C,YGL244W,0.0399,0.06486
YLR313C,YGL248W,0.0459,0.1539
YLR313C,YGL249W,0.0263,0.1029
YLR313C,YGL250W,-0.0512,0.1517
YLR313C,YGL252C,-0.0179,0.2244
YLR313C,YGL253W,0.0122,0.4323
YLR313C,YGL254W,-0.0159,0.4079
YLR313C,YGL255W,0.0053,0.401
YLR313C,YGL256W,-0.0074,0.4329
YLR313C,YGL257C,-0.0099,0.2981
YLR313C,YGL258W-A,0.0263,0.3204
YLR313C,YGL259W,0.0213,0.2743
YLR313C,YGL261C,-0.0063,0.4649
YLR313C,YGL262W,-0.0157,0.3459
YLR313C,YGL263W,-0.0326,0.3221
YLR313C,YGR001C,0.0377,0.2617
YLR313C,YGR003W,-0.0339,0.1025
YLR313C,YGR004W,-0.0066,0.4559
YLR313C,YGR008C,-0.0149,0.144
YLR313C,YGR012W,-0.0191,0.3916
YLR313C,YGR014W,0.0004,0.4962
YLR313C,YGR016W,-0.0373,0.2329
YLR313C,YGR017W,0.0145,0.2833
YLR313C,YGR020C,-0.0135,0.1284
YLR313C,YGR021W,-0.0681,0.241
YLR313C,YGR023W,0.0101,0.3928
YLR313C,YGR027C,-0.0054,0.4477
YLR313C,YGR028W,-0.0079,0.3893
YLR313C,YGR031W,0.0194,0.3296
YLR313C,YGR032W,-0.0294,0.1503
YLR313C,YGR033C,-0.0562,0.1312
YLR313C,YGR035C,0.0207,0.2901
YLR313C,YGR035W-A,0.0379,0.2032
YLR313C,YGR036C,0.0096,0.3619
YLR313C,YGR037C,0.0242,0.2829
YLR313C,YGR038W,-0.0019,0.4143
YLR313C,YGR041W,0.0481,0.2931
YLR313C,YGR043C,0.0201,0.2465
YLR313C,YGR044C,-0.031,0.2492
YLR313C,YGR045C,0.0447,0.1184
YLR313C,YGR049W,0.0257,0.1687
YLR313C,YGR052W,-0.0271,0.2143
YLR313C,YGR053C,0.0171,0.2972
YLR313C,YGR054W,0.0321,0.3243
YLR313C,YGR055W,-0.0381,9.995e-12
YLR313C,YGR056W,-0.0246,0.193
YLR313C,YGR057C,0.0195,0.2738
YLR313C,YGR058W,-0.0284,0.04182
YLR313C,YGR059W,-0.0088,0.4472
YLR313C,YGR061C,-0.0119,0.4117
YLR313C,YGR062C,-0.0421,0.09478
YLR313C,YGR068C,0.0381,0.2131
YLR313C,YGR070W,-0.014,0.3895
YLR313C,YGR071C,-0.0354,0.1583
YLR313C,YGR072W,-0.0374,0.2492
YLR313C,YGR077C,-0.0357,0.02229
YLR313C,YGR078C,-0.0076,0.4388
YLR313C,YGR079W,-0.0142,0.302
YLR313C,YGR081C,0.0126,0.3927
YLR313C,YGR084C,-0.009,0.3895
YLR313C,YGR085C,-0.0385,0.2479
YLR313C,YGR086C,0.0023,0.4874
YLR313C,YGR087C,-0.0351,0.3555
YLR313C,YGR088W,-0.0275,0.02507
YLR313C,YGR089W,-0.0209,0.293
YLR313C,YGR093W,0.0025,0.4708
YLR313C,YGR100W,-0.0038,0.4199
YLR313C,YGR101W,-0.0471,0.2883
YLR313C,YGR105W,-0.0019,0.4814
YLR313C,YGR108W,-0.0294,0.118
YLR313C,YGR109C,-0.0202,0.2524
YLR313C,YGR111W,-0.0176,0.3669
YLR313C,YGR112W,0.0083,0.4053
YLR313C,YGR121C,0.0094,0.4463
YLR313C,YGR121W-A,0.0636,0.00105
YLR313C,YGR122W,-0.0934,0.1206
YLR313C,YGR123C,0.0764,0.02564
YLR313C,YGR124W,-0.0096,0.4318
YLR313C,YGR125W,-0.0412,0.1786
YLR313C,YGR127W,0.0179,0.3442
YLR313C,YGR129W,-0.0185,0.1316
YLR313C,YGR130C,0.0244,0.2849
YLR313C,YGR132C,0.0396,0.06391
YLR313C,YGR133W,-0.0291,1.388e-20
YLR313C,YGR134W,-0.0129,0.4363
YLR313C,YGR135W,-0.0154,0.2873
YLR313C,YGR138C,-0.0384,0.2356
YLR313C,YGR141W,0.0291,0.4057
YLR313C,YGR142W,0.0201,0.2428
YLR313C,YGR143W,-0.0003,0.4609
YLR313C,YGR144W,-0.0022,0.4861
YLR313C,YGR148C,-0.0853,0.2572
YLR313C,YGR149W,0.0073,0.4516
YLR313C,YGR152C,-0.0012,0.4864
YLR313C,YGR153W,0.043,0.2194
YLR313C,YGR154C,-0.0046,0.4448
YLR313C,YGR155W,0.0151,0.1515
YLR313C,YGR157W,0.0259,0.2338
YLR313C,YGR161C,-0.0226,0.1887
YLR313C,YGR161W-C,0.0379,0.06856
YLR313C,YGR163W,-0.0129,0.396
YLR313C,YGR166W,-0.0051,0.4375
YLR313C,YGR169C-A,-0.044,0.2029
YLR313C,YGR169C,-0.0052,0.4545
YLR313C,YGR170W,-0.0498,0.2894
YLR313C,YGR171C,-0.0082,0.1787
YLR313C,YGR173W,-0.0394,0.3392
YLR313C,YGR174C,-0.0259,0.143
YLR313C,YGR174W-A,0.0155,0.1519
YLR313C,YGR180C,0.0377,0.07625
YLR313C,YGR181W,0.0034,0.3936
YLR313C,YGR183C,0.0129,0.352
YLR313C,YGR184C,0.0044,0.4832
YLR313C,YGR187C,0.0177,0.2135
YLR313C,YGR188C,0.0446,0.06852
YLR313C,YGR192C,0.017,0.4077
YLR313C,YGR193C,-0.0019,0.4773
YLR313C,YGR194C,-0.0536,0.305
YLR313C,YGR196C,-0.0063,0.4149
YLR313C,YGR197C,0.0107,0.2269
YLR313C,YGR199W,0.0434,0.1335
YLR313C,YGR200C,-0.0015,0.4859
YLR313C,YGR202C,0.0172,0.2078
YLR313C,YGR203W,0.0837,0.003622
YLR313C,YGR204W,0.0276,0.01291
YLR313C,YGR205W,0.0238,0.2695
YLR313C,YGR206W,-0.043,0.2038
YLR313C,YGR207C,0.0286,0.3116
YLR313C,YGR208W,0.0155,0.4198
YLR313C,YGR209C,0.0178,0.356
YLR313C,YGR210C,0.0199,0.3257
YLR313C,YGR213C,0.0363,0.001525
YLR313C,YGR214W,-0.1769,9.505e-05
YLR313C,YGR215W,0.0587,0.2162
YLR313C,YGR217W,0.0235,0.2264
YLR313C,YGR220C,-0.0564,0.2219
YLR313C,YGR223C,0.0181,0.3453
YLR313C,YGR224W,-0.0136,9.884e-06
YLR313C,YGR225W,-0.0656,0.2257
YLR313C,YGR227W,-0.0043,0.4568
YLR313C,YGR229C,-0.051,8.199e-05
YLR313C,YGR230W,-0.0058,0.4619
YLR313C,YGR231C,-0.0604,0.1689
YLR313C,YGR232W,0.066,0.03371
YLR313C,YGR234W,0.0352,4.006e-17
YLR313C,YGR235C,0.0251,0.2415
YLR313C,YGR237C,0.0637,0.3405
YLR313C,YGR238C,-0.0163,0.3266
YLR313C,YGR239C,0.0156,0.3972
YLR313C,YGR240C-A,0.029,0.05934
YLR313C,YGR240C,-0.0102,0.2985
YLR313C,YGR243W,-0.0343,0.0689
YLR313C,YGR244C,0.0185,0.2873
YLR313C,YGR247W,0.0442,0.001372
YLR313C,YGR248W,0.0029,0.4698
YLR313C,YGR249W,0.0058,0.4459
YLR313C,YGR250C,0.0255,0.2642
YLR313C,YGR254W,-0.0358,0.3516
