seed_gene,seed_orf,class,graph,k,n_reached,n_metabolic,n_on_locus,n_reactions_touched,n_reactions_off_locus,share_off_locus,out_degree
FAS2,YPL231W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,regulatory,1,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,regulatory,2,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,regulatory,3,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
FAA2,YER015W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
FAA2,YER015W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
FAA2,YER015W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
FAA3,YIL009W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
FAA3,YIL009W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
FAA3,YIL009W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
FAA4,YMR246W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
FAA4,YMR246W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
FAA4,YMR246W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
POX1,YGL205W,pathway enzyme,regulatory,1,0,0,0,0,0,,0
POX1,YGL205W,pathway enzyme,regulatory,2,0,0,0,0,0,,0
POX1,YGL205W,pathway enzyme,regulatory,3,0,0,0,0,0,,0
SLC1,YDL052C,pathway enzyme,regulatory,1,0,0,0,0,0,,0
SLC1,YDL052C,pathway enzyme,regulatory,2,0,0,0,0,0,,0
SLC1,YDL052C,pathway enzyme,regulatory,3,0,0,0,0,0,,0
YAL054C,YAL054C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YAL054C,YAL054C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YAL054C,YAL054C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR159W,YBR159W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR159W,YBR159W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR159W,YBR159W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YBR218C,YBR218C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YBR218C,YBR218C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YBR218C,YBR218C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YEL066W,YEL066W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YEL066W,YEL066W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YEL066W,YEL066W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YFL017C,YFL017C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YFL017C,YFL017C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YFL017C,YFL017C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YGL062W,YGL062W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YGL062W,YGL062W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YGL062W,YGL062W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YGL169W,YGL169W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YGL169W,YGL169W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YGL169W,YGL169W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YGR015C,YGR015C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YGR015C,YGR015C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YGR015C,YGR015C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YGR177C,YGR177C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YGR177C,YGR177C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YGR177C,YGR177C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YGR209C,YGR209C,adjacent enzyme,regulatory,1,1,0,0,0,0,,1
YGR209C,YGR209C,adjacent enzyme,regulatory,2,1,0,0,0,0,,1
YGR209C,YGR209C,adjacent enzyme,regulatory,3,1,0,0,0,0,,1
YHR013C,YHR013C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YHR013C,YHR013C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YHR013C,YHR013C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YIL124W,YIL124W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YIL124W,YIL124W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YIL124W,YIL124W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YIL160C,YIL160C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YIL160C,YIL160C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YIL160C,YIL160C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YIR031C,YIR031C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YIR031C,YIR031C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YIR031C,YIR031C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YJL130C,YJL130C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YJL130C,YJL130C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YJL130C,YJL130C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YJR019C,YJR019C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YJR019C,YJR019C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YJR019C,YJR019C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YJR109C,YJR109C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YJR109C,YJR109C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YJR109C,YJR109C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YKL094W,YKL094W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YKL094W,YKL094W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YKL094W,YKL094W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YKL140W,YKL140W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YKL140W,YKL140W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YKL140W,YKL140W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YKL188C,YKL188C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YKL188C,YKL188C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YKL188C,YKL188C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YKR009C,YKR009C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YKR009C,YKR009C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YKR009C,YKR009C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YKR067W,YKR067W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YKR067W,YKR067W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YKR067W,YKR067W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YKR089C,YKR089C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YKR089C,YKR089C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YKR089C,YKR089C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YLL012W,YLL012W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YLL012W,YLL012W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YLL012W,YLL012W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YLR043C,YLR043C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YLR043C,YLR043C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YLR043C,YLR043C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YLR109W,YLR109W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YLR109W,YLR109W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YLR109W,YLR109W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YLR153C,YLR153C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YLR153C,YLR153C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YLR153C,YLR153C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YLR284C,YLR284C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YLR284C,YLR284C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YLR284C,YLR284C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YML059C,YML059C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YML059C,YML059C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YML059C,YML059C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YMR165C,YMR165C,adjacent enzyme,regulatory,1,3,2,0,17,17,1.0,3
YMR165C,YMR165C,adjacent enzyme,regulatory,2,87,31,4,109,92,0.8440366972477065,3
YMR165C,YMR165C,adjacent enzyme,regulatory,3,340,102,4,587,570,0.9710391822827938,3
YMR313C,YMR313C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YMR313C,YMR313C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YMR313C,YMR313C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YNL036W,YNL036W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YNL036W,YNL036W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YNL036W,YNL036W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YNL104C,YNL104C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YNL104C,YNL104C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YNL104C,YNL104C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YNL117W,YNL117W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YNL117W,YNL117W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YNL117W,YNL117W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YNL277W,YNL277W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YNL277W,YNL277W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YNL277W,YNL277W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YNR019W,YNR019W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YNR019W,YNR019W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YNR019W,YNR019W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR081C,YOR081C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR081C,YOR081C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR081C,YOR081C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR108W,YOR108W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR108W,YOR108W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR108W,YOR108W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR175C,YOR175C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR175C,YOR175C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR175C,YOR175C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR245C,YOR245C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR245C,YOR245C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR245C,YOR245C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR253W,YOR253W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR253W,YOR253W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR253W,YOR253W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR303W,YOR303W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR303W,YOR303W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR303W,YOR303W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR311C,YOR311C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR311C,YOR311C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR311C,YOR311C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YOR377W,YOR377W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YOR377W,YOR377W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YOR377W,YOR377W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YPL028W,YPL028W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YPL028W,YPL028W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YPL028W,YPL028W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YPL147W,YPL147W,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YPL147W,YPL147W,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YPL147W,YPL147W,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
YPR193C,YPR193C,adjacent enzyme,regulatory,1,0,0,0,0,0,,0
YPR193C,YPR193C,adjacent enzyme,regulatory,2,0,0,0,0,0,,0
YPR193C,YPR193C,adjacent enzyme,regulatory,3,0,0,0,0,0,,0
FKH1,YIL131C,regulator,tflink,1,2066,476,8,1164,1114,0.9570446735395189,2066
FKH1,YIL131C,regulator,tflink,2,5062,1120,13,2678,2614,0.9761015683345781,2066
FKH1,YIL131C,regulator,tflink,3,5073,1121,13,2678,2614,0.9761015683345781,2066
GCN5,YGR252W,regulator,tflink,1,880,288,7,858,815,0.9498834498834499,880
GCN5,YGR252W,regulator,tflink,2,5039,1118,13,2676,2612,0.976083707025411,880
GCN5,YGR252W,regulator,tflink,3,5073,1121,13,2678,2614,0.9761015683345781,880
MED4,YOR174W,regulator,tflink,1,0,0,0,0,0,,0
MED4,YOR174W,regulator,tflink,2,0,0,0,0,0,,0
MED4,YOR174W,regulator,tflink,3,0,0,0,0,0,,0
OPI1,YHL020C,regulator,tflink,1,320,127,8,665,634,0.9533834586466166,320
OPI1,YHL020C,regulator,tflink,2,4166,994,13,2556,2492,0.974960876369327,320
OPI1,YHL020C,regulator,tflink,3,5068,1121,13,2678,2614,0.9761015683345781,320
RFX1,YLR176C,regulator,tflink,1,735,192,1,564,552,0.9787234042553191,735
RFX1,YLR176C,regulator,tflink,2,4911,1099,13,2655,2591,0.975894538606403,735
RFX1,YLR176C,regulator,tflink,3,5073,1121,13,2678,2614,0.9761015683345781,735
RGR1,YLR071C,regulator,tflink,1,648,158,3,404,399,0.9876237623762376,648
RGR1,YLR071C,regulator,tflink,2,5023,1117,13,2676,2612,0.976083707025411,648
RGR1,YLR071C,regulator,tflink,3,5073,1121,13,2678,2614,0.9761015683345781,648
RPD3,YNL330C,regulator,tflink,1,248,63,0,167,167,1.0,248
RPD3,YNL330C,regulator,tflink,2,4968,1105,13,2656,2592,0.9759036144578314,248
RPD3,YNL330C,regulator,tflink,3,5073,1121,13,2678,2614,0.9761015683345781,248
SPT3,YDR392W,regulator,tflink,1,1,1,0,2,2,1.0,1
SPT3,YDR392W,regulator,tflink,2,1,1,0,2,2,1.0,1
SPT3,YDR392W,regulator,tflink,3,1,1,0,2,2,1.0,1
TFC7,YOR110W,regulator,tflink,1,0,0,0,0,0,,0
TFC7,YOR110W,regulator,tflink,2,0,0,0,0,0,,0
TFC7,YOR110W,regulator,tflink,3,0,0,0,0,0,,0
YAP6,YDR259C,regulator,tflink,1,822,230,5,604,584,0.9668874172185431,822
YAP6,YDR259C,regulator,tflink,2,5036,1117,13,2676,2612,0.976083707025411,822
YAP6,YDR259C,regulator,tflink,3,5073,1121,13,2678,2614,0.9761015683345781,822
ACC1,YNR016C,pathway enzyme,tflink,1,0,0,0,0,0,,0
ACC1,YNR016C,pathway enzyme,tflink,2,0,0,0,0,0,,0
ACC1,YNR016C,pathway enzyme,tflink,3,0,0,0,0,0,,0
FAS1,YKL182W,pathway enzyme,tflink,1,0,0,0,0,0,,0
FAS1,YKL182W,pathway enzyme,tflink,2,0,0,0,0,0,,0
FAS1,YKL182W,pathway enzyme,tflink,3,0,0,0,0,0,,0
FAS2,YPL231W,pathway enzyme,tflink,1,0,0,0,0,0,,0
FAS2,YPL231W,pathway enzyme,tflink,2,0,0,0,0,0,,0
FAS2,YPL231W,pathway enzyme,tflink,3,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,tflink,1,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,tflink,2,0,0,0,0,0,,0
ELO1,YJL196C,pathway enzyme,tflink,3,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,tflink,1,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,tflink,2,0,0,0,0,0,,0
ELO2,YCR034W,pathway enzyme,tflink,3,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,tflink,1,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,tflink,2,0,0,0,0,0,,0
ELO3,YLR372W,pathway enzyme,tflink,3,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,tflink,1,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,tflink,2,0,0,0,0,0,,0
OLE1,YGL055W,pathway enzyme,tflink,3,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,tflink,1,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,tflink,2,0,0,0,0,0,,0
FAA1,YOR317W,pathway enzyme,tflink,3,0,0,0,0,0,,0
FAA2,YER015W,pathway enzyme,tflink,1,0,0,0,0,0,,0
FAA2,YER015W,pathway enzyme,tflink,2,0,0,0,0,0,,0
FAA2,YER015W,pathway enzyme,tflink,3,0,0,0,0,0,,0
FAA3,YIL009W,pathway enzyme,tflink,1,0,0,0,0,0,,0
FAA3,YIL009W,pathway enzyme,tflink,2,0,0,0,0,0,,0
FAA3,YIL009W,pathway enzyme,tflink,3,0,0,0,0,0,,0
FAA4,YMR246W,pathway enzyme,tflink,1,0,0,0,0,0,,0
FAA4,YMR246W,pathway enzyme,tflink,2,0,0,0,0,0,,0
FAA4,YMR246W,pathway enzyme,tflink,3,0,0,0,0,0,,0
POX1,YGL205W,pathway enzyme,tflink,1,0,0,0,0,0,,0
POX1,YGL205W,pathway enzyme,tflink,2,0,0,0,0,0,,0
POX1,YGL205W,pathway enzyme,tflink,3,0,0,0,0,0,,0
SLC1,YDL052C,pathway enzyme,tflink,1,0,0,0,0,0,,0
SLC1,YDL052C,pathway enzyme,tflink,2,0,0,0,0,0,,0
SLC1,YDL052C,pathway enzyme,tflink,3,0,0,0,0,0,,0
YAL054C,YAL054C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YAL054C,YAL054C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YAL054C,YAL054C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YAR035W,YAR035W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBL011W,YBL011W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR029C,YBR029C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR041W,YBR041W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR042C,YBR042C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR159W,YBR159W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR159W,YBR159W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR159W,YBR159W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR204C,YBR204C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR208C,YBR208C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YBR218C,YBR218C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YBR218C,YBR218C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YBR218C,YBR218C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YCR048W,YCR048W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YCR068W,YCR068W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YDL015C,YDL015C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YDL040C,YDL040C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YDL141W,YDL141W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YDR071C,YDR071C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YDR256C,YDR256C,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YEL066W,YEL066W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YEL066W,YEL066W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YEL066W,YEL066W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,tflink,2,0,0,0,0,0,,0
YER024W,YER024W,adjacent enzyme,tflink,3,0,0,0,0,0,,0
YFL017C,YFL017C,adjacent enzyme,tflink,1,0,0,0,0,0,,0
YFL017C,YFL017C,adjacent enzyme,tflink,2,0,0,0,0,0,,0
